item_id,item_name,gold_value,system,sub_system,item_type
item_empire_infantry_twohanded_swordsman_05,,,,,
item_empire_ranged_crossbowman_01,,,,,
item_bandit_infantry_spearman_02,,,,,
item_bandit_ranged_crossbowman_04,,,,,
item_bandit_cavalry_spear_cavalry_03,,,,,
item_wood_1000,,,,,
item_hero_Richard,,,,,
item_bandit_infantry_shielder_05,,,,,
item_bandit_cavalry_archer_cavalry_06,,,,,
item_hero_Ogar,,,,,
item_hero_general_chip_orange,,,,,
item_hero_pool_card_2,,,,,
item_empire_cavalry_archer_cavalry_01,,,,,
item_bandit_cavalry_archer_cavalry_01,,,,,
item_gold_50,,,,,
item_speedup_7d,,,,,
item_city_benefit_troop_attack_12h_20%,,,,,
item_hero_Elizabeth,,,,,
item_guard_exp,,,,,
item_empire_ranged_archer_03,,,,,
item_empire_cavalry_archer_cavalry_02,,,,,
item_empire_cavalry_archer_cavalry_05,,,,,
item_bandit_infantry_twohanded_swordsman_02,,,,,
item_bandit_cavalry_archer_cavalry_02,,,,,
item_alliance_points,,,,,
item_hero_exp_100,,,,,
item_food_10000,,,,,
item_food_50000,,,,,
item_research_speedup_1min,,,,,
item_heal_speedup_1min,,,,,
item_march_revert,,,,,
item_city_benefit_troop_defence_12h_10%,,,,,
item_hero_Thomas,,,,,
item_empire_infantry_twohanded_swordsman_06,,,,,
item_city_benefit_troop_attack_12h_25%,,,,,
item_empire_infantry_twohanded_swordsman_01,,,,,
item_gold_250,,,,,
item_bandit_cavalry_archer_cavalry_05,,,,,
quest_daily_points,1111,111,111,111,111
item_food_500000,,,,,
Arthur_chip,,,,,
item_resource_random_box_1,,,,,
item_hero_Victoria,,,,,
item_empire_infantry_spearman_02,,,,,
item_empire_infantry_twohanded_swordsman_02,,,,,
item_wood_150000,,,,,
item_heal_speedup_60min,,,,,
item_empire_cavalry_sword_cavalry_04,,,,,
item_wood_500000,,,,,
item_research_speedup_60min,,,,,
item_city_benefit_troop_attack_2h_20%,,,,,
item_resource_box_1,,,,,
item_empire_cavalry_spear_cavalry_03,,,,,
item_bandit_cavalry_sword_cavalry_06,,,,,
item_wood_10000,,,,,
item_speedup_15min,,,,,
item_empire_infantry_spearman_05,,,,,
item_speedup_3h,,,,,
item_speedup_3d,,,,,
item_train_speedup_1min,,,,,
item_march_speedup_50,,,,,
item_anti_spy_24h,,,,,
item_hero_Joan,,,,,
item_empire_infantry_shielder_01,,,,,
item_empire_cavalry_archer_cavalry_06,,,,,
item_bandit_cavalry_spear_cavalry_05,,,,,
diamond,,,,,
Khan_chip,,,,,
item_empire_ranged_archer_01,,,,,
item_bandit_infantry_shielder_03,,,,,
item_bandit_infantry_twohanded_swordsman_03,,,,,
item_bandit_ranged_archer_06,,,,,
item_gold_1,,,,,
item_empire_cavalry_archer_cavalry_04,,,,,
item_bandit_ranged_crossbowman_01,,,,,
item_battle_pass_point_1,,,,,
item_diamond_10000,,,,,
item_iron_10000,,,,,
item_resource_random_box_2,,,,,
item_empire_ranged_crossbowman_04,,,,,
item_empire_cavalry_spear_cavalry_05,,,,,
item_bandit_cavalry_spear_cavalry_02,,,,,
item_bandit_cavalry_sword_cavalry_01,,,,,
item_city_benefit_troop_defence_2h_10%,,,,,
item_city_benefit_troop_capacity_12h_25%,,,,,
item_bandit_ranged_archer_01,,,,,
item_bandit_ranged_archer_05,,,,,
item_construction_queue_2,,,,,
item_diamond_10,,,,,
William_chip,,,,,
item_bandit_ranged_archer_03,,,,,
item_city_benefit_troop_attack_12h_10%,,,,,
item_empire_cavalry_sword_cavalry_01,,,,,
item_bandit_cavalry_sword_cavalry_02,,,,,
item_city_shield_8h,,,,,
item_empire_ranged_archer_06,,,,,
item_bandit_infantry_twohanded_swordsman_04,,,,,
item_bandit_cavalry_sword_cavalry_03,,,,,
item_bandit_infantry_spearman_06,,,,,
item_iron_30000,,,,,
item_iron_300000,,,,,
item_player_spirit_small,,,,,
item_hero_general_chip_blue,,,,,
item_empire_cavalry_spear_cavalry_02,,,,,
item_accumulated_charge_1,,,,,
item_city_transport_alliance,,,,,
item_anti_spy_2h,,,,,
item_empire_ranged_crossbowman_06,,,,,
item_bandit_infantry_spearman_05,,,,,
item_speedup_60min,,,,,
item_player_spirit_middle,,,,,
item_city_benefit_troop_defence_2h_40%,,,,,
item_empire_cavalry_spear_cavalry_04,,,,,
item_food_30000,,,,,
item_iron_1000,,,,,
item_speedup_1min,,,,,
item_speedup_30d,,,,,
item_city_benefit_troop_attack_2h_50%,,,,,
item_empire_ranged_archer_02,,,,,
item_gold_150,,,,,
item_gold_75000,,,,,
Elizabeth_chip,,,,,
item_city_shield_2h,,,,,
item_hero_pool_card_1,,,,,
item_empire_ranged_crossbowman_03,,,,,
item_bandit_infantry_spearman_04,,,,,
item_wood_1,,,,,
item_wood_3000,,,,,
item_empire_infantry_shielder_05,,,,,
item_empire_cavalry_archer_cavalry_03,,,,,
5001001,每波掉落,,防线,防线皮肤,
1000305,3阶橙色装备,,装备,装备胚子,
1000705,7阶橙色装备,,装备,装备胚子,
1000902,9阶绿色装备,,装备,装备胚子,
1001007,10阶彩色装备,,装备,装备胚子,
1001203,12阶蓝色装备,,装备,装备胚子,
1001605,16阶橙色装备,,装备,装备胚子,
40101008,紫色1阶头盔,,装备,装备胚子,
40101010,橙色1阶头盔,,装备,装备胚子,
40106001,白色1阶手套,,装备,装备胚子,
40201008,紫色2阶头盔,,装备,装备胚子,
40204012,红色2阶裤子,,装备,装备胚子,
40205012,红色2阶鞋子,,装备,装备胚子,
40301013,红色3阶头盔,,装备,装备胚子,
40402011,橙色4阶护臂,,装备,装备胚子,
40404011,橙色4阶裤子,,装备,装备胚子,
40404014,红色4阶裤子,,装备,装备胚子,
40502008,紫色5阶护臂,,装备,装备胚子,
40503015,彩色5阶衣服,,装备,装备胚子,
40505005,蓝色5阶鞋子,,装备,装备胚子,
40603008,紫色6阶衣服,,装备,装备胚子,
40701007,紫色7阶头盔,,装备,装备胚子,
40703009,橙色7阶衣服,,装备,装备胚子,
40705004,蓝色7阶鞋子,,装备,装备胚子,
41002016,彩色10阶护臂,,装备,装备胚子,
41101015,彩色11阶头盔,,装备,装备胚子,
41105008,紫色11阶鞋子,,装备,装备胚子,
41105015,彩色11阶鞋子,,装备,装备胚子,
41304016,彩色13阶裤子,,装备,装备胚子,
41305002,绿色13阶鞋子,,装备,装备胚子,
41404003,绿色14阶裤子,,装备,装备胚子,
41406012,红色14阶手套,,装备,装备胚子,
41506016,彩色15阶手套,,装备,装备胚子,
50105013,鞋子*普通宝石,,宝石,宝石胚子,
50105014,鞋子*普通宝石,,宝石,宝石胚子,
50305009,手套*卓越宝石,,宝石,宝石胚子,
50305019,手套*卓越宝石,,宝石,宝石胚子,
50401026,头盔*完美宝石,,宝石,宝石胚子,
50402012,护臂*完美宝石,,宝石,宝石胚子,
50503021,衣服*传说宝石,,宝石,宝石胚子,
50503022,衣服*传说宝石,,宝石,宝石胚子,
50602025,护臂*绝世宝石,,宝石,宝石胚子,
50605003,鞋子*绝世宝石,,宝石,宝石胚子,
50606027,手套*绝世宝石,,宝石,宝石胚子,
50702028,护臂*至尊宝石,,宝石,宝石胚子,
50702031,护臂*至尊宝石,,宝石,宝石胚子,
50704023,裤子*至尊宝石,,宝石,宝石胚子,
50705011,鞋子*至尊宝石,,宝石,宝石胚子,
50706036,手套*至尊宝石,,宝石,宝石胚子,
50506025,手套*传说宝石,,宝石,宝石胚子,
50605010,鞋子*绝世宝石,,宝石,宝石胚子,
50702022,护臂*至尊宝石,,宝石,宝石胚子,
50702034,护臂*至尊宝石,,宝石,宝石胚子,
50702039,护臂*至尊宝石,,宝石,宝石胚子,
50703033,衣服*至尊宝石,,宝石,宝石胚子,
50705010,鞋子*至尊宝石,,宝石,宝石胚子,
130009,旋风升级材料,,伙伴核心,技能升级材料,
60103001,闪电蘑菇,,枪械,枪械皮肤,
1020002,5-10挂机装备掉落,,装备,装备胚子,
1001004,10阶紫色装备,,装备,装备胚子,
1001006,10阶红色装备,,装备,装备胚子,
1001105,11阶橙色装备,,装备,装备胚子,
1001201,12阶白色装备,,装备,装备胚子,
1001407,14阶彩色装备,,装备,装备胚子,
1001706,17阶红色装备,,装备,装备胚子,
1001907,19阶彩色装备,,装备,装备胚子,
40103005,蓝色1阶衣服,,装备,装备胚子,
40104014,红色1阶裤子,,装备,装备胚子,
40106012,红色1阶手套,,装备,装备胚子,
40205017,彩色2阶鞋子,,装备,装备胚子,
40302015,彩色3阶护臂,,装备,装备胚子,
40303015,彩色3阶衣服,,装备,装备胚子,
40304003,绿色3阶裤子,,装备,装备胚子,
40402012,红色4阶护臂,,装备,装备胚子,
40402014,红色4阶护臂,,装备,装备胚子,
40406014,红色4阶手套,,装备,装备胚子,
40501001,白色5阶头盔,,装备,装备胚子,
40501002,绿色5阶头盔,,装备,装备胚子,
40504014,红色5阶裤子,,装备,装备胚子,
40505009,橙色5阶鞋子,,装备,装备胚子,
40604015,彩色6阶裤子,,装备,装备胚子,
40703017,彩色7阶衣服,,装备,装备胚子,
40802010,橙色8阶护臂,,装备,装备胚子,
40804006,紫色8阶裤子,,装备,装备胚子,
40805008,紫色8阶鞋子,,装备,装备胚子,
40901001,白色9阶头盔,,装备,装备胚子,
40901013,红色9阶头盔,,装备,装备胚子,
40905001,白色9阶鞋子,,装备,装备胚子,
41003002,绿色10阶衣服,,装备,装备胚子,
41004008,紫色10阶裤子,,装备,装备胚子,
41005011,橙色10阶鞋子,,装备,装备胚子,
41006011,橙色10阶手套,,装备,装备胚子,
41006016,彩色10阶手套,,装备,装备胚子,
41101002,绿色11阶头盔,,装备,装备胚子,
41103002,绿色11阶衣服,,装备,装备胚子,
41103007,紫色11阶衣服,,装备,装备胚子,
41302004,蓝色13阶护臂,,装备,装备胚子,
41306007,紫色13阶手套,,装备,装备胚子,
41405010,橙色14阶鞋子,,装备,装备胚子,
41406004,蓝色14阶手套,,装备,装备胚子,
41406011,橙色14阶手套,,装备,装备胚子,
50104008,裤子*普通宝石,,宝石,宝石胚子,
50201012,头盔*精良宝石,,宝石,宝石胚子,
50205013,鞋子*精良宝石,,宝石,宝石胚子,
50206006,手套*精良宝石,,宝石,宝石胚子,
50301016,头盔*卓越宝石,,宝石,宝石胚子,
50304010,裤子*卓越宝石,,宝石,宝石胚子,
50305011,手套*卓越宝石,,宝石,宝石胚子,
50401007,头盔*完美宝石,,宝石,宝石胚子,
50401008,头盔*完美宝石,,宝石,宝石胚子,
50404016,裤子*完美宝石,,宝石,宝石胚子,
50501013,头盔*传说宝石,,宝石,宝石胚子,
50501016,头盔*传说宝石,,宝石,宝石胚子,
50501025,头盔*传说宝石,,宝石,宝石胚子,
50502015,护臂*传说宝石,,宝石,宝石胚子,
50504038,裤子*传说宝石,,宝石,宝石胚子,
50505003,鞋子*传说宝石,,宝石,宝石胚子,
50505016,鞋子*传说宝石,,宝石,宝石胚子,
50506021,手套*传说宝石,,宝石,宝石胚子,
50506024,手套*传说宝石,,宝石,宝石胚子,
50604013,裤子*绝世宝石,,宝石,宝石胚子,
50605002,鞋子*绝世宝石,,宝石,宝石胚子,
50605016,鞋子*绝世宝石,,宝石,宝石胚子,
50701025,头盔*至尊宝石,,宝石,宝石胚子,
50702033,护臂*至尊宝石,,宝石,宝石胚子,
50703002,衣服*至尊宝石,,宝石,宝石胚子,
50703004,衣服*至尊宝石,,宝石,宝石胚子,
50703034,衣服*至尊宝石,,宝石,宝石胚子,
50704039,裤子*至尊宝石,,宝石,宝石胚子,
50705026,鞋子*至尊宝石,,宝石,宝石胚子,
50706022,手套*至尊宝石,,宝石,宝石胚子,
171001,默认头像,,,,
60304001,火焰核心,,伙伴核心,伙伴皮肤,
40101009,橙色1阶头盔,,装备,装备胚子,
40202017,彩色2阶护臂,,装备,装备胚子,
40203011,橙色2阶衣服,,装备,装备胚子,
40206012,红色2阶手套,,装备,装备胚子,
40302008,紫色3阶护臂,,装备,装备胚子,
40304011,橙色3阶裤子,,装备,装备胚子,
40304013,红色3阶裤子,,装备,装备胚子,
40501010,橙色5阶头盔,,装备,装备胚子,
40501015,彩色5阶头盔,,装备,装备胚子,
40503005,蓝色5阶衣服,,装备,装备胚子,
40503012,红色5阶衣服,,装备,装备胚子,
40602014,红色6阶护臂,,装备,装备胚子,
40701013,红色7阶头盔,,装备,装备胚子,
40702002,绿色7阶护臂,,装备,装备胚子,
40702008,紫色7阶护臂,,装备,装备胚子,
40703016,彩色7阶衣服,,装备,装备胚子,
40802016,彩色8阶护臂,,装备,装备胚子,
40803004,蓝色8阶衣服,,装备,装备胚子,
40803010,橙色8阶衣服,,装备,装备胚子,
40901002,绿色9阶头盔,,装备,装备胚子,
40901005,蓝色9阶头盔,,装备,装备胚子,
40903013,红色9阶衣服,,装备,装备胚子,
40904003,绿色9阶裤子,,装备,装备胚子,
40904012,红色9阶裤子,,装备,装备胚子,
41101005,蓝色11阶头盔,,装备,装备胚子,
41104014,红色11阶裤子,,装备,装备胚子,
41105006,紫色11阶鞋子,,装备,装备胚子,
41106013,红色11阶手套,,装备,装备胚子,
41106015,彩色11阶手套,,装备,装备胚子,
41202012,红色12阶护臂,,装备,装备胚子,
41304008,紫色13阶裤子,,装备,装备胚子,
41401012,红色14阶头盔,,装备,装备胚子,
41501006,紫色15阶头盔,,装备,装备胚子,
41503007,紫色15阶衣服,,装备,装备胚子,
41504002,绿色15阶裤子,,装备,装备胚子,
50103003,衣服*普通宝石,,宝石,宝石胚子,
50204007,裤子*精良宝石,,宝石,宝石胚子,
50205003,鞋子*精良宝石,,宝石,宝石胚子,
50302009,护臂*卓越宝石,,宝石,宝石胚子,
50304006,裤子*卓越宝石,,宝石,宝石胚子,
50305012,手套*卓越宝石,,宝石,宝石胚子,
50305017,手套*卓越宝石,,宝石,宝石胚子,
50401006,头盔*完美宝石,,宝石,宝石胚子,
50402001,护臂*完美宝石,,宝石,宝石胚子,
50402022,护臂*完美宝石,,宝石,宝石胚子,
50402024,护臂*完美宝石,,宝石,宝石胚子,
50406016,手套*完美宝石,,宝石,宝石胚子,
50503005,衣服*传说宝石,,宝石,宝石胚子,
50503012,衣服*传说宝石,,宝石,宝石胚子,
50506020,手套*传说宝石,,宝石,宝石胚子,
50506022,手套*传说宝石,,宝石,宝石胚子,
50604007,裤子*绝世宝石,,宝石,宝石胚子,
50606009,手套*绝世宝石,,宝石,宝石胚子,
50701005,头盔*至尊宝石,,宝石,宝石胚子,
50706032,手套*至尊宝石,,宝石,宝石胚子,
110002,金币,,货币,,
2002003,运营蓝色随机装备,,装备,,
1001205,12阶橙色装备,,装备,装备胚子,
1001402,14阶绿色装备,,装备,装备胚子,
40104017,彩色1阶裤子,,装备,装备胚子,
40106015,彩色1阶手套,,装备,装备胚子,
40202007,紫色2阶护臂,,装备,装备胚子,
40202012,红色2阶护臂,,装备,装备胚子,
40203015,彩色2阶衣服,,装备,装备胚子,
40401006,紫色4阶头盔,,装备,装备胚子,
40403007,紫色4阶衣服,,装备,装备胚子,
40406003,绿色4阶手套,,装备,装备胚子,
40503008,紫色5阶衣服,,装备,装备胚子,
40503010,橙色5阶衣服,,装备,装备胚子,
40506001,白色5阶手套,,装备,装备胚子,
40506008,紫色5阶手套,,装备,装备胚子,
40606012,红色6阶手套,,装备,装备胚子,
40704003,绿色7阶裤子,,装备,装备胚子,
40705012,红色7阶鞋子,,装备,装备胚子,
40802003,绿色8阶护臂,,装备,装备胚子,
40803003,绿色8阶衣服,,装备,装备胚子,
40803014,红色8阶衣服,,装备,装备胚子,
40804004,蓝色8阶裤子,,装备,装备胚子,
40902009,橙色9阶护臂,,装备,装备胚子,
41102017,彩色11阶护臂,,装备,装备胚子,
41205012,红色12阶鞋子,,装备,装备胚子,
41405005,蓝色14阶鞋子,,装备,装备胚子,
41502017,彩色15阶护臂,,装备,装备胚子,
41503004,蓝色15阶衣服,,装备,装备胚子,
41505015,彩色15阶鞋子,,装备,装备胚子,
50101010,头盔*普通宝石,,宝石,宝石胚子,
50105008,鞋子*普通宝石,,宝石,宝石胚子,
50204017,裤子*精良宝石,,宝石,宝石胚子,
50205007,鞋子*精良宝石,,宝石,宝石胚子,
50206008,手套*精良宝石,,宝石,宝石胚子,
50303005,衣服*卓越宝石,,宝石,宝石胚子,
50306008,手套*卓越宝石,,宝石,宝石胚子,
50405012,鞋子*完美宝石,,宝石,宝石胚子,
50406019,手套*完美宝石,,宝石,宝石胚子,
50504003,裤子*传说宝石,,宝石,宝石胚子,
50504017,裤子*传说宝石,,宝石,宝石胚子,
50506003,手套*传说宝石,,宝石,宝石胚子,
50506013,手套*传说宝石,,宝石,宝石胚子,
50601016,头盔*绝世宝石,,宝石,宝石胚子,
50603001,衣服*绝世宝石,,宝石,宝石胚子,
50603020,衣服*绝世宝石,,宝石,宝石胚子,
50606035,手套*绝世宝石,,宝石,宝石胚子,
50701004,头盔*至尊宝石,,宝石,宝石胚子,
50703037,衣服*至尊宝石,,宝石,宝石胚子,
50705009,鞋子*至尊宝石,,宝石,宝石胚子,
120001,枪械经验,,枪械,,
130003,闪电升级材料,,伙伴核心,技能升级材料,
140002,宝石洗练材料,,宝石,宝石洗练,
1000302,3阶绿色装备,,装备,装备胚子,
1001001,10阶白色装备,,装备,装备胚子,
1001106,11阶红色装备,,装备,装备胚子,
40106006,紫色1阶手套,,装备,装备胚子,
40201007,紫色2阶头盔,,装备,装备胚子,
40205008,紫色2阶鞋子,,装备,装备胚子,
40303006,紫色3阶衣服,,装备,装备胚子,
40305001,白色3阶鞋子,,装备,装备胚子,
40402017,彩色4阶护臂,,装备,装备胚子,
40405015,彩色4阶鞋子,,装备,装备胚子,
40501008,紫色5阶头盔,,装备,装备胚子,
40603007,紫色6阶衣服,,装备,装备胚子,
40901007,紫色9阶头盔,,装备,装备胚子,
40904010,橙色9阶裤子,,装备,装备胚子,
120007,普通随机宝石,,宝石,宝石随机包,
130001,麒麟臂升级材料,,伙伴核心,技能升级材料,
152001,护臂强化材料,,装备,装备强化,
1000306,3阶红色装备,,装备,装备胚子,
1000504,5阶紫色装备,,装备,装备胚子,
1000606,6阶红色装备,,装备,装备胚子,
1000703,7阶蓝色装备,,装备,装备胚子,
1001505,15阶橙色装备,,装备,装备胚子,
40102011,橙色1阶护臂,,装备,装备胚子,
40306004,蓝色3阶手套,,装备,装备胚子,
40404005,蓝色4阶裤子,,装备,装备胚子,
40605004,蓝色6阶鞋子,,装备,装备胚子,
40606014,红色6阶手套,,装备,装备胚子,
40706008,紫色7阶手套,,装备,装备胚子,
40706012,红色7阶手套,,装备,装备胚子,
40706014,红色7阶手套,,装备,装备胚子,
40804008,紫色8阶裤子,,装备,装备胚子,
40902001,白色9阶护臂,,装备,装备胚子,
40902016,彩色9阶护臂,,装备,装备胚子,
41001009,橙色10阶头盔,,装备,装备胚子,
41006003,绿色10阶手套,,装备,装备胚子,
41201017,彩色12阶头盔,,装备,装备胚子,
41202013,红色12阶护臂,,装备,装备胚子,
41306003,绿色13阶手套,,装备,装备胚子,
41401007,紫色14阶头盔,,装备,装备胚子,
41405017,彩色14阶鞋子,,装备,装备胚子,
41503015,彩色15阶衣服,,装备,装备胚子,
50102007,护臂*普通宝石,,宝石,宝石胚子,
50105011,鞋子*普通宝石,,宝石,宝石胚子,
50106012,手套*普通宝石,,宝石,宝石胚子,
50202008,护臂*精良宝石,,宝石,宝石胚子,
50203013,衣服*精良宝石,,宝石,宝石胚子,
50205002,鞋子*精良宝石,,宝石,宝石胚子,
50301013,头盔*卓越宝石,,宝石,宝石胚子,
50302019,护臂*卓越宝石,,宝石,宝石胚子,
50303018,衣服*卓越宝石,,宝石,宝石胚子,
50402005,护臂*完美宝石,,宝石,宝石胚子,
50403015,衣服*完美宝石,,宝石,宝石胚子,
50404001,裤子*完美宝石,,宝石,宝石胚子,
50501009,头盔*传说宝石,,宝石,宝石胚子,
50501023,头盔*传说宝石,,宝石,宝石胚子,
50504020,裤子*传说宝石,,宝石,宝石胚子,
50504028,裤子*传说宝石,,宝石,宝石胚子,
50602006,护臂*绝世宝石,,宝石,宝石胚子,
50604008,裤子*绝世宝石,,宝石,宝石胚子,
50605006,鞋子*绝世宝石,,宝石,宝石胚子,
50605017,鞋子*绝世宝石,,宝石,宝石胚子,
50703001,衣服*至尊宝石,,宝石,宝石胚子,
50703014,衣服*至尊宝石,,宝石,宝石胚子,
50703020,衣服*至尊宝石,,宝石,宝石胚子,
50705016,鞋子*至尊宝石,,宝石,宝石胚子,
50705018,鞋子*至尊宝石,,宝石,宝石胚子,
1002404,24阶紫色装备,,装备,装备胚子,
1002406,24阶红色装备,,装备,装备胚子,
40102003,绿色1阶护臂,,装备,装备胚子,
40103004,蓝色1阶衣服,,装备,装备胚子,
40103015,彩色1阶衣服,,装备,装备胚子,
40202001,白色2阶护臂,,装备,装备胚子,
40204015,彩色2阶裤子,,装备,装备胚子,
40301017,彩色3阶头盔,,装备,装备胚子,
40304008,紫色3阶裤子,,装备,装备胚子,
40405008,紫色4阶鞋子,,装备,装备胚子,
40501005,蓝色5阶头盔,,装备,装备胚子,
40503007,紫色5阶衣服,,装备,装备胚子,
40505016,彩色5阶鞋子,,装备,装备胚子,
40601016,彩色6阶头盔,,装备,装备胚子,
40603013,红色6阶衣服,,装备,装备胚子,
40603015,彩色6阶衣服,,装备,装备胚子,
40605009,橙色6阶鞋子,,装备,装备胚子,
40606008,紫色6阶手套,,装备,装备胚子,
40705001,白色7阶鞋子,,装备,装备胚子,
40705017,彩色7阶鞋子,,装备,装备胚子,
40801005,蓝色8阶头盔,,装备,装备胚子,
40801012,红色8阶头盔,,装备,装备胚子,
40801013,红色8阶头盔,,装备,装备胚子,
40803005,蓝色8阶衣服,,装备,装备胚子,
40804005,蓝色8阶裤子,,装备,装备胚子,
40805011,橙色8阶鞋子,,装备,装备胚子,
40904004,蓝色9阶裤子,,装备,装备胚子,
40904009,橙色9阶裤子,,装备,装备胚子,
41005003,绿色10阶鞋子,,装备,装备胚子,
41005014,红色10阶鞋子,,装备,装备胚子,
41103004,蓝色11阶衣服,,装备,装备胚子,
41104006,紫色11阶裤子,,装备,装备胚子,
41105009,橙色11阶鞋子,,装备,装备胚子,
41206007,紫色12阶手套,,装备,装备胚子,
41302007,紫色13阶护臂,,装备,装备胚子,
41306015,彩色13阶手套,,装备,装备胚子,
41401009,橙色14阶头盔,,装备,装备胚子,
41404002,绿色14阶裤子,,装备,装备胚子,
41406001,白色14阶手套,,装备,装备胚子,
41501001,白色15阶头盔,,装备,装备胚子,
41502002,绿色15阶护臂,,装备,装备胚子,
41502006,紫色15阶护臂,,装备,装备胚子,
41503006,紫色15阶衣服,,装备,装备胚子,
41504017,彩色15阶裤子,,装备,装备胚子,
50101007,头盔*普通宝石,,宝石,宝石胚子,
50201014,头盔*精良宝石,,宝石,宝石胚子,
50203001,衣服*精良宝石,,宝石,宝石胚子,
50204003,裤子*精良宝石,,宝石,宝石胚子,
50301018,头盔*卓越宝石,,宝石,宝石胚子,
50304021,裤子*卓越宝石,,宝石,宝石胚子,
50404027,裤子*完美宝石,,宝石,宝石胚子,
50503014,衣服*传说宝石,,宝石,宝石胚子,
50601034,头盔*绝世宝石,,宝石,宝石胚子,
50602004,护臂*绝世宝石,,宝石,宝石胚子,
50602014,护臂*绝世宝石,,宝石,宝石胚子,
