act_tag,pay_tag,type,dis_type1,dis_type2,users,target_sum,target_count
20250307-20250311-5,非R,抽卡掉落,UR招募令,,9,20.0,10
20250307-20250311-5,非R,抽卡掉落,战旗觉醒道具自选包,,6,18.0,6
20250307-20250311-5,超R,抽卡掉落,TW玉子UR(碎片),,3,42.0,3
20250323-20250327-5,中R,抽卡掉落,暗·织田信长UR(碎片),,7,320.0,8
20250331-20250404-5,超R,直购礼包礼包聚合1,6周年-购买档位4-4,,1,60.0,1
20250307-20250311-5,大R,抽卡商品,UR-佐竹义重（碎片）,,5,78.0,28
20241223-20241227-5,中R,抽卡商品,国宝升星道具,,6,32.0,8
20241223-20241227-5,微R,抽卡商品,副将技1 SSR+碎片任选包,,1,2.0,1
20250331-20250404-5,微R,抽卡商品,君主体力 +120(被gameconstantset引用),,14,315.0,23
20250331-20250404-5,微R,抽卡商品,国宝升星道具,,12,60.0,16
20250509-20250513-5,小R,抽卡商品,化境研习橙色道具,,9,650.0,30
20250509-20250513-5,非R,抽卡商品,UR将魂,,14,210.0,22
20250323-20250327-5,非R,抽卡商品,玉钢,,16,430000.0,24
20250323-20250327-5,小R,抽卡商品,UR将魂,,5,168.0,7
20250323-20250327-5,大R,抽卡商品,雷精,,4,1145.0,8
20250323-20250327-5,大R,抽卡商品,6周年非赛季UR战旗碎片自选,,2,70.0,9
20250331-20250404-5,小R,抽卡商品,玉钢,,1,40000.0,2
20250323-20250327-5,超R,抽卡商品,计策锦囊(被gameconstantset引用),,1,500.0,1
20250323-20250327-5,微R,抽卡商品,6周年橙色神威任选箱（20种全）,,1,1.0,1
20250323-20250327-5,微R,道具获得1,玩家付费,,256,4906.0,2453
20250509-20250513-5,微R,抽卡掉落,I阶符文随机包,,67,272.0,114
20250509-20250513-5,小R,抽卡掉落,雷精,,7,45.0,9
20250509-20250513-5,大R,抽卡掉落,国宝升星道具,,6,7.0,7
20250323-20250327-5,中R,抽卡掉落,阵石招募令,,38,228.0,74
20250323-20250327-5,非R,抽卡掉落,SSR+神武武器-禅杖,,3,3.0,3
20250323-20250327-5,大R,抽卡掉落,初级升阶道具,,25,570.0,56
20250331-20250404-5,大R,抽卡掉落,S28柿崎景家UR（碎片）,,6,210.0,14
20250331-20250404-5,大R,抽卡掉落,神砂,,17,34300.0,142
20250315-20250319-5,大R,抽卡掉落,武将经验 +100000,,7,40.0,8
20250315-20250319-5,微R,抽卡掉落,德川家康SSR+(碎片),,5,200.0,5
20250315-20250319-5,中R,抽卡掉落,上杉谦信SSR+(碎片),,5,200.0,5
20250509-20250513-5,大R,抽卡掉落,勇·前田利家SSR+(碎片),,1,40.0,1
20250509-20250513-5,非R,抽卡掉落,援·阿国SSR+(碎片),,1,40.0,1
20250509-20250513-5,非R,抽卡掉落,S30丹羽长秀SSR+（碎片）,,1,40.0,1
20250315-20250319-5,非R,抽卡掉落,联动-本多忠胜UR,,4,4.0,4
20250315-20250319-5,大R,抽卡掉落,火精（神武升星突破道具）,,6,110.0,11
20250315-20250319-5,微R,抽卡掉落,援·阿国SSR+(碎片),,2,80.0,2
20241223-20241227-5,未活跃,抽卡掉落,铁锭（装备饰品和改造道具）,,48,35300.0,110
20241223-20241227-5,未活跃,抽卡掉落,火石（神武升星道具）,,53,2554.0,174
20241223-20241227-5,未活跃,抽卡掉落,火精（神武升星突破道具）,,11,160.0,16
20241223-20241227-5,中R,抽卡掉落,神武武器-瓮通枪,,1,1.0,1
20250307-20250311-5,中R,抽卡掉落,雷精,,7,50.0,9
20250307-20250311-5,超R,抽卡掉落,联动-宫本武藏UR（碎片）,,4,5.0,5
20250307-20250311-5,大R,抽卡掉落,研习金色道具,,3,15.0,3
20250307-20250311-5,非R,抽卡掉落,UR采配,,5,5.0,5
20250331-20250404-5,超R,抽卡掉落,家督印（战旗征集道具）,,2,4.0,2
20250323-20250327-5,非R,抽卡掉落,S35真田幸隆SSR+（碎片）,,31,415.0,37
20250323-20250327-5,大R,抽卡掉落,S30冠军鸡,,19,270.0,85
20250323-20250327-5,中R,抽卡掉落,联动-查理曼UR,,4,160.0,4
20250323-20250327-5,非R,抽卡掉落,金色阵石87,,1,1.0,1
20250323-20250327-5,大R,抽卡掉落,S32酒井忠次UR（碎片）,,4,20.0,4
20250323-20250327-5,微R,抽卡掉落,金色阵石147,,1,1.0,1
20250307-20250311-5,非R,直购礼包礼包聚合2,非R,,4,3395.184100000003,30
20250307-20250311-5,大R,直购礼包礼包聚合1,6周年-购买档位1-3,,8,51209.48439999996,83
20250331-20250404-5,超R,直购礼包礼包聚合1,6周年-购买档位4-1,,6,5313.8663,166
20241223-20241227-5,小R,直购礼包礼包聚合1,6周年-购买档位1-1,,5,641.8663,20
20250315-20250319-5,微R,抽卡商品,国宝升星道具,,9,38.0,12
20250307-20250311-5,中R,抽卡商品,雷精,,11,580.0,31
20250307-20250311-5,大R,抽卡商品,雷精,,1,120.0,4
20250307-20250311-5,大R,抽卡商品,君主体力 +120(被gameconstantset引用),,3,115.0,5
20250331-20250404-5,微R,抽卡商品,雷精,,48,3955.0,186
20250509-20250513-5,中R,抽卡商品,国宝升星道具,,2,8.0,3
20250307-20250311-5,小R,道具获得1,购买,,8,324.0,25
20250323-20250327-5,非R,抽卡掉落,谋·上杉谦信SSR+(碎片),,21,880.0,22
20241223-20241227-5,微R,抽卡掉落,橙经验国宝,,2,20.0,4
20241223-20241227-5,微R,抽卡掉落,武将经验 +100000,,19,145.0,28
20241223-20241227-5,微R,抽卡掉落,研习橙色道具,,22,700.0,31
20250509-20250513-5,超R,抽卡掉落,联动-柴田胜家UR（碎片）,,9,17.0,17
20250331-20250404-5,超R,抽卡掉落,S35真田幸隆SSR+（碎片）,,1,51.0,6
20250315-20250319-5,大R,抽卡掉落,阵法卷轴,,8,5500.0,11
20250315-20250319-5,中R,抽卡掉落,阵法卷轴,,12,7000.0,14
20250509-20250513-5,小R,抽卡掉落,联动-宫本武藏UR（碎片）,,5,5.0,5
20250509-20250513-5,小R,抽卡掉落,铁锭（装备饰品和改造道具）,,4,2000.0,4
20250509-20250513-5,微R,抽卡掉落,S36SSR+-诸角虎定（碎片）,,1,1.0,1
20250509-20250513-5,中R,抽卡掉落,S30丹羽长秀SSR+（碎片）,,1,5.0,1
20250315-20250319-5,小R,抽卡掉落,玉钢,,46,528000.0,77
20250315-20250319-5,未活跃,抽卡掉落,铭刻道具自选包,,1,7.0,5
20241223-20241227-5,微R,抽卡掉落,火精（神武升星突破道具）,,80,1030.0,99
20241223-20241227-5,小R,抽卡掉落,铁锭（装备饰品和改造道具）,,123,138300.0,382
20250307-20250311-5,非R,抽卡掉落,佐竹义重UR武器,,19,19.0,19
20250307-20250311-5,大R,抽卡掉落,武将经验 +20000,,16,360.0,66
20250307-20250311-5,超R,抽卡掉落,2025大名赠礼-稀有盆栽,,3,7.0,7
20250307-20250311-5,超R,抽卡掉落,初级升阶道具,,2,12.0,3
20250307-20250311-5,小R,抽卡掉落,雷精,,3,20.0,4
20250307-20250311-5,小R,抽卡掉落,2025大名赠礼-稀有盆栽,,7,8.0,8
20250307-20250311-5,小R,抽卡掉落,耀 德川家康UR,,1,1.0,1
20250307-20250311-5,大R,抽卡掉落,佐竹义重UR武器,,1,1.0,1
20250323-20250327-5,非R,抽卡掉落,谋·竹中半兵卫SSR+(碎片),,4,160.0,4
20250331-20250404-5,非R,抽卡掉落,TW玉子UR(碎片),,3,42.0,3
20250307-20250311-5,超R,抽卡商品,6周年金色国宝自选包（全）,,3,6.0,3
20241223-20241227-5,非R,抽卡商品,S34招募令,,15,115.0,15
20250509-20250513-5,非R,抽卡商品,6周年化境非赛SSR+碎片任选包（全）,,36,127.0,70
20250323-20250327-5,超R,抽卡商品,火石（神武升星道具）,,6,420.0,22
20250323-20250327-5,中R,抽卡商品,UR将魂,,5,324.0,8
20250323-20250327-5,小R,抽卡商品,6周年橙色国宝自选包（全）,,4,15.0,5
20250331-20250404-5,微R,抽卡商品,UR-佐竹义重（碎片）,,6,38.0,13
20250307-20250311-5,大R,道具获得1,出生获得,,29,1950.0,276
20250323-20250327-5,微R,抽卡掉落,阿市SSR+(碎片),,10,400.0,10
20250323-20250327-5,中R,抽卡掉落,UR采配,,2,2.0,2
20250323-20250327-5,小R,抽卡掉落,初级升阶道具,,48,720.0,71
20250323-20250327-5,小R,抽卡掉落,阵法招募道具,,13,51.0,17
20241223-20241227-5,非R,抽卡掉落,阵石招募令,,10,42.0,11
20250509-20250513-5,中R,抽卡掉落,雷精,,15,85.0,16
20250509-20250513-5,大R,抽卡掉落,初级升阶道具,,10,56.0,13
20250331-20250404-5,超R,抽卡掉落,研习橙色道具,,10,780.0,38
20250315-20250319-5,微R,抽卡掉落,S30冠军鸡,,17,51.0,17
20250509-20250513-5,小R,抽卡掉落,联动-本多忠胜UR（碎片）,,6,6.0,6
20250509-20250513-5,中R,抽卡掉落,阵石招募令,,4,39.0,13
20250509-20250513-5,非R,抽卡掉落,高级招募令,,4,12.0,4
20250315-20250319-5,微R,抽卡掉落,试金石,,45,600.0,53
20241223-20241227-5,非R,抽卡掉落,铭刻道具自选包,,652,1499.0,1320
20250331-20250404-5,小R,抽卡掉落,UR招募令,,7,36.0,10
20250331-20250404-5,小R,抽卡掉落,S33前田庆次UR（碎片）,,3,55.0,4
20250307-20250311-5,微R,抽卡掉落,橙经验国宝,,5,10.0,5
20250307-20250311-5,非R,抽卡掉落,2025元旦足利义辉,,2,2.0,2
20250323-20250327-5,微R,抽卡掉落,计策锦囊(被gameconstantset引用),,197,7945.0,604
20250323-20250327-5,非R,抽卡掉落,金色阵石281,,1,1.0,1
20250323-20250327-5,非R,抽卡掉落,S20生驹吉乃UR,,1,1.0,1
20250323-20250327-5,未活跃,抽卡掉落,初级升阶道具,,1,20.0,2
20250331-20250404-5,大R,抽卡掉落,UR招募令,,5,10.0,5
20250509-20250513-5,大R,直购礼包礼包聚合1,6周年-购买档位1-3,,3,3074.018,5
20250315-20250319-5,非R,抽卡商品,6周年橙色国宝自选包（全）,,12,33.0,16
20250307-20250311-5,微R,抽卡商品,6周年橙色国宝自选包（全）,,6,13.0,7
20250307-20250311-5,超R,抽卡商品,UR-佐竹义重（碎片）,,4,64.0,10
20241223-20241227-5,小R,抽卡商品,火精（神武升星突破道具）,,11,320.0,33
20241223-20241227-5,超R,抽卡商品,6周年金色神威任选箱（20种全）,,1,4.0,3
20241223-20241227-5,微R,抽卡商品,6周年金色神威任选箱（20种全）,,4,4.0,4
20250331-20250404-5,非R,抽卡商品,6周年金色装备12选1,,124,227.0,168
20250509-20250513-5,小R,抽卡商品,火石（神武升星道具）,,1,45.0,2
20250323-20250327-5,大R,抽卡商品,铭刻道具,,1,550.0,2
20250323-20250327-5,超R,抽卡商品,6周年非化境非赛季UR碎片任选包（全）,,1,40.0,1
20250315-20250319-5,大R,道具获得1,玩家付费,,34,992.0,496
20250307-20250311-5,微R,道具获得1,玩家付费,,260,5526.0,2763
20250323-20250327-5,大R,道具获得1,出生获得,,25,1418.0,188
20241223-20241227-5,中R,道具获得1,购买,,34,5028.0,570
20241223-20241227-5,非R,抽卡掉落,谋·竹中半兵卫SSR+(碎片),,2,80.0,2
20250509-20250513-5,中R,抽卡掉落,联动-宫本武藏UR（碎片）,,21,70.0,30
20250509-20250513-5,中R,抽卡掉落,联动-本多忠胜UR（碎片）,,8,9.0,9
20250509-20250513-5,小R,抽卡掉落,2025大名赠礼-稀有盆栽,,4,4.0,4
20250509-20250513-5,未活跃,抽卡掉落,I阶符文随机包,,2,8.0,3
20250323-20250327-5,微R,抽卡掉落,谋·上杉谦信SSR+(碎片),,3,120.0,3
20250331-20250404-5,中R,抽卡掉落,橙经验国宝,,12,58.0,17
20250331-20250404-5,超R,抽卡掉落,战旗觉醒道具自选包,,6,201.0,65
20250331-20250404-5,大R,抽卡掉落,S35真田幸隆SSR+（碎片）,,4,135.0,10
20250315-20250319-5,超R,抽卡掉落,银币,,14,32900000.0,144
20250315-20250319-5,大R,抽卡掉落,计策锦囊(被gameconstantset引用),,22,1030.0,128
20250315-20250319-5,中R,抽卡掉落,谋·黑田官兵卫SSR+(碎片),,4,160.0,4
20250509-20250513-5,微R,抽卡掉落,武将经验 +100000,,29,230.0,45
20250509-20250513-5,非R,抽卡掉落,阵石招募令,,11,36.0,11
20241223-20241227-5,非R,抽卡掉落,神武武器-武士刀,,10,10.0,10
20250331-20250404-5,小R,抽卡掉落,阵法卷轴,,18,4100.0,34
20250331-20250404-5,微R,抽卡掉落,家督印（战旗征集道具）,,2,6.0,3
20250323-20250327-5,中R,抽卡掉落,S30冠军鸡,,60,450.0,142
20250323-20250327-5,微R,抽卡掉落,紫经验国宝,,171,315.0,315
20250323-20250327-5,超R,抽卡掉落,觉醒道具紫,,9,30.0,30
20250323-20250327-5,未活跃,抽卡掉落,金色装备随机箱（全）,,1,1.0,1
20250323-20250327-5,小R,抽卡掉落,联动-查理曼UR,,3,81.0,3
20250323-20250327-5,非R,抽卡掉落,联动-望月千代女UR,,1,1.0,1
20250323-20250327-5,非R,抽卡掉落,金色阵石382,,1,1.0,1
20241223-20241227-5,未活跃,直购礼包礼包聚合2,未活跃,,1,120.0,1
20250315-20250319-5,微R,直购礼包礼包聚合1,6周年-购买档位2-1,,1,338.66300000000007,10
20250307-20250311-5,微R,直购礼包礼包聚合1,6周年-购买档位1-1,,3,406.3956000000001,12
20250315-20250319-5,微R,抽卡商品,6周年化境非赛SSR+碎片任选包（全）,,8,25.0,12
20250315-20250319-5,中R,抽卡商品,6周年金色装备12选1,,2,4.0,4
20241223-20241227-5,非R,抽卡商品,6周年化境非赛SSR+碎片任选包（全）,,43,187.0,74
20241223-20241227-5,小R,抽卡商品,6周年金色国宝自选包（全）,,15,23.0,21
20241223-20241227-5,未活跃,抽卡商品,研习橙色道具,,2,140.0,2
20250331-20250404-5,非R,抽卡商品,研习橙色道具,,39,5820.0,78
20250509-20250513-5,非R,抽卡商品,雷精,,64,1540.0,141
20250509-20250513-5,中R,抽卡商品,鸣灵石,,16,1230.0,24
20250509-20250513-5,大R,抽卡商品,火石（神武升星道具）,,4,155.0,16
20250323-20250327-5,微R,抽卡商品,化境研习橙色道具,,38,3440.0,106
20250509-20250513-5,中R,抽卡商品,UR将魂,,1,18.0,3
20241223-20241227-5,大R,抽卡商品,2025元旦足利义辉（碎片）,,1,5.0,1
20250331-20250404-5,中R,抽卡商品,研习橙色道具,,1,180.0,1
20250315-20250319-5,未活跃,道具获得1,出生获得,,10,352.0,52
20250307-20250311-5,中R,道具获得1,出生获得,,112,6318.0,864
20250323-20250327-5,非R,道具获得1,出生获得,,300,6750.0,822
20250315-20250319-5,微R,道具获得1,购买,,1,188.0,18
20250323-20250327-5,微R,抽卡掉落,火精（神武升星突破道具）,,19,210.0,21
20250323-20250327-5,超R,抽卡掉落,神砂,,15,66800.0,214
20241223-20241227-5,中R,抽卡掉落,S26畠山高政SSR+(碎片),,5,105.0,7
20250509-20250513-5,非R,抽卡掉落,银币,,388,91950000.0,869
20250509-20250513-5,非R,抽卡掉落,武将经验 +20000,,258,2572.0,419
20250509-20250513-5,超R,抽卡掉落,神砂,,16,60000.0,375
20250331-20250404-5,微R,抽卡掉落,武将经验 +20000,,76,1224.0,154
20250331-20250404-5,非R,抽卡掉落,S35山本勘助UR,,14,14.0,14
20250331-20250404-5,非R,抽卡掉落,家宝箱子道具自选包,,16,26.0,24
20250331-20250404-5,大R,抽卡掉落,橙经验国宝,,5,46.0,11
20250315-20250319-5,超R,抽卡掉落,武将经验 +20000,,12,1410.0,99
20250509-20250513-5,非R,抽卡掉落,S34织田冬姬SSR+（碎片）,,19,485.0,20
20250509-20250513-5,非R,抽卡掉落,织田信长SSR+(碎片),,2,80.0,2
20250509-20250513-5,中R,抽卡掉落,援·阿国SSR+(碎片),,1,40.0,1
20250315-20250319-5,小R,抽卡掉落,火砂（神武升级道具）,,58,45100.0,134
20250315-20250319-5,大R,抽卡掉落,联动-望月千代女UR（碎片）,,1,40.0,1
20241223-20241227-5,非R,抽卡掉落,SSR+神武武器-禅杖,,120,120.0,120
20250307-20250311-5,大R,抽卡掉落,光·立花訚千代UR(碎片),,5,5.0,5
20250307-20250311-5,大R,抽卡掉落,S30冠军鸡,,4,10.0,5
20250307-20250311-5,微R,抽卡掉落,研习橙色道具,,5,180.0,6
20250307-20250311-5,超R,抽卡掉落,国宝升星道具,,3,5.0,5
20250307-20250311-5,非R,抽卡掉落,橙经验国宝,,5,10.0,5
20250307-20250311-5,微R,抽卡掉落,神武武器-朱枪,,1,1.0,1
20250323-20250327-5,微R,抽卡掉落,觉醒道具橙,,152,273.0,273
20250323-20250327-5,微R,抽卡掉落,战旗觉醒道具自选包,,28,111.0,37
20250323-20250327-5,小R,抽卡掉落,铭刻道具,,17,1050.0,21
20250331-20250404-5,微R,抽卡掉落,TW玉子UR(碎片),,3,3.0,3
20250331-20250404-5,超R,直购礼包礼包聚合2,超R,,7,29278.7595,299
20250509-20250513-5,小R,直购礼包礼包聚合1,6周年-购买档位1-1,,1,1335.9889999999994,40
20250315-20250319-5,微R,直购礼包礼包聚合1,6周年-购买档位2-2,,1,1000.3584,8
20250331-20250404-5,小R,抽卡商品,6周年金色神威任选箱（20种全）,,11,25.0,16
20250509-20250513-5,小R,抽卡商品,6周年金色国宝自选包（全）,,14,22.0,20
20250323-20250327-5,中R,抽卡商品,化境研习金色道具,,10,720.0,24
20250509-20250513-5,微R,抽卡商品,6周年金色神威任选箱（20种全）,,1,1.0,1
20250331-20250404-5,未活跃,抽卡商品,6周年化境非赛SSR+碎片任选包（全）,,1,4.0,1
20250323-20250327-5,中R,抽卡商品,6周年化境非赛SSR+碎片任选包（全）,,1,36.0,1
20241223-20241227-5,中R,抽卡掉落,阵石招募令,,17,198.0,64
20250509-20250513-5,微R,抽卡掉落,阵法卷轴,,54,11800.0,96
20250509-20250513-5,微R,抽卡掉落,S33前田庆次UR（碎片）,,8,9.0,9
20250509-20250513-5,超R,抽卡掉落,初级升阶道具,,8,56.0,14
20250509-20250513-5,未活跃,抽卡掉落,神砂,,2,500.0,4
20250331-20250404-5,微R,抽卡掉落,玉钢,,174,3492000.0,509
20250315-20250319-5,微R,抽卡掉落,鉴宝令,,17,54.0,18
20250315-20250319-5,非R,抽卡掉落,神威御礼,,67,375.0,74
20250315-20250319-5,大R,抽卡掉落,研习橙色道具,,7,160.0,8
20250315-20250319-5,大R,抽卡掉落,战旗觉醒道具自选包,,8,33.0,11
20250509-20250513-5,小R,抽卡掉落,铭刻道具,,10,500.0,10
20250509-20250513-5,非R,抽卡掉落,S32金森长近SSR+（碎片）,,7,145.0,8
20250315-20250319-5,超R,抽卡掉落,玉钢,,10,342000.0,44
20250315-20250319-5,中R,抽卡掉落,德川UR（碎片）,,3,120.0,3
20250315-20250319-5,微R,抽卡掉落,联动-望月千代女UR,,1,1.0,1
20241223-20241227-5,超R,抽卡掉落,火石（神武升星道具）,,17,3316.0,221
20250307-20250311-5,微R,抽卡掉落,神砂,,31,6700.0,54
20250307-20250311-5,微R,抽卡掉落,I阶符文随机包,,24,88.0,35
20250307-20250311-5,微R,抽卡掉落,火精（神武升星突破道具）,,23,280.0,24
20250307-20250311-5,超R,抽卡掉落,火石（神武升星道具）,,13,1674.0,102
20250307-20250311-5,未活跃,抽卡掉落,I阶符文随机包,,1,8.0,3
20250323-20250327-5,中R,抽卡掉落,S35山本勘助UR（碎片）,,4,160.0,4
20250331-20250404-5,非R,抽卡掉落,铁锭（装备饰品和改造道具）,,11,5500.0,11
20250331-20250404-5,非R,抽卡掉落,联动-柴田胜家UR（碎片）,,10,10.0,10
20250331-20250404-5,非R,抽卡掉落,初级升阶道具,,5,20.0,5
20250323-20250327-5,中R,抽卡掉落,S29佐久间盛政UR（碎片）,,1,5.0,1
20250323-20250327-5,微R,直购礼包礼包聚合1,6周年-购买档位3-1,,1,33.8663,1
20250315-20250319-5,非R,抽卡商品,6周年金色装备12选1,,64,87.0,74
20250315-20250319-5,大R,抽卡商品,6周年金色神威任选箱（20种全）,,2,7.0,5
20250307-20250311-5,中R,抽卡商品,6周年非赛季UR战旗碎片自选,,10,366.0,36
20250307-20250311-5,小R,抽卡商品,君主体力 +120(被gameconstantset引用),,5,240.0,28
20250307-20250311-5,中R,抽卡商品,UR-佐竹义重（碎片）,,7,53.0,22
20250307-20250311-5,超R,抽卡商品,君主体力 +120(被gameconstantset引用),,2,20.0,2
20241223-20241227-5,大R,抽卡商品,2025元旦化境非赛UR碎片自选,,2,27.0,16
20241223-20241227-5,小R,抽卡商品,国宝升星道具,,7,40.0,12
20241223-20241227-5,中R,抽卡商品,君主体力 +120(被gameconstantset引用),,4,135.0,6
20241223-20241227-5,未活跃,抽卡商品,6周年橙色国宝自选包（全）,,3,3.0,3
20250331-20250404-5,微R,抽卡商品,6周年化境非赛SSR+碎片任选包（全）,,10,98.0,24
20250331-20250404-5,大R,抽卡商品,玉钢,,1,450000.0,5
20250509-20250513-5,中R,抽卡商品,夏日联动UR-丹羽长秀（碎片）,,2,6.0,6
20250509-20250513-5,大R,抽卡商品,6周年金色国宝自选包（全）,,7,13.0,10
20250509-20250513-5,小R,抽卡商品,鸣灵石,,6,510.0,12
20250323-20250327-5,微R,抽卡商品,6周年金色神威任选箱（20种全）,,6,12.0,8
20250323-20250327-5,小R,抽卡商品,6周年金色装备12选1,,10,19.0,12
20250323-20250327-5,小R,抽卡商品,国宝升星道具,,3,27.0,5
20250307-20250311-5,未活跃,道具获得1,玩家付费,,20,196.0,98
20250509-20250513-5,未活跃,道具获得1,玩家付费,,21,392.0,196
20250323-20250327-5,中R,抽卡掉落,铭刻道具自选包,,53,117.0,98
20241223-20241227-5,微R,抽卡掉落,计策锦囊(被gameconstantset引用),,62,4140.0,151
20241223-20241227-5,非R,抽卡掉落,S12本愿寺显如SSR+(碎片),,13,225.0,16
20241223-20241227-5,大R,抽卡掉落,研习金色道具,,4,45.0,8
20241223-20241227-5,微R,抽卡掉落,战旗觉醒道具自选包,,6,30.0,10
20241223-20241227-5,未活跃,抽卡掉落,武将经验 +100000,,4,45.0,8
20241223-20241227-5,大R,抽卡掉落,勇·前田利家SSR+(碎片),,2,80.0,2
20241223-20241227-5,大R,抽卡掉落,S26畠山高政SSR+(碎片),,1,40.0,1
20250509-20250513-5,中R,抽卡掉落,UR-佐竹义重（碎片）,,16,61.0,22
20250509-20250513-5,中R,抽卡掉落,铭刻道具,,10,700.0,14
20250509-20250513-5,非R,抽卡掉落,家督印（战旗征集道具）,,12,28.0,13
20250509-20250513-5,超R,抽卡掉落,阵法卷轴,,13,29600.0,248
20250331-20250404-5,中R,抽卡掉落,神砂,,64,68600.0,321
20250331-20250404-5,超R,抽卡掉落,UR招募令,,3,95.0,30
20250315-20250319-5,未活跃,抽卡掉落,鉴宝令,,1,3.0,1
20250315-20250319-5,非R,抽卡掉落,联动-宫本武藏UR（碎片）,,1,40.0,1
20250509-20250513-5,非R,抽卡掉落,S18山中幸盛SSR+(碎片),,10,160.0,11
20250509-20250513-5,大R,抽卡掉落,援·丰臣秀吉SSR+(碎片),,1,40.0,1
20250315-20250319-5,微R,抽卡掉落,联动-风魔小太郎UR,,1,1.0,1
20250315-20250319-5,大R,抽卡掉落,谋·黑田官兵卫SSR+(碎片),,3,160.0,4
20241223-20241227-5,大R,抽卡掉落,火石（神武升星道具）,,34,7862.0,513
20250307-20250311-5,微R,抽卡掉落,战旗觉醒道具自选包,,4,12.0,4
20250307-20250311-5,微R,抽卡掉落,柔·玉子UR,,1,1.0,1
20250307-20250311-5,大R,抽卡掉落,刚·最上义光UR(碎片),,2,41.0,2
20250307-20250311-5,中R,抽卡掉落,SSR+折扇,,2,2.0,2
20250323-20250327-5,未活跃,抽卡掉落,计策锦囊(被gameconstantset引用),,7,310.0,17
20250323-20250327-5,小R,抽卡掉落,S30明智光秀UR（碎片）,,2,10.0,2
20250331-20250404-5,超R,抽卡掉落,德川UR（碎片）,,1,2.0,2
20250509-20250513-5,小R,直购礼包礼包聚合1,6周年-购买档位1-3,,1,614.8036,1
20241223-20241227-5,中R,直购礼包礼包聚合1,6周年-购买档位1-3,,10,10677.643199999999,17
20250315-20250319-5,微R,抽卡商品,化境研习金色道具,,3,70.0,5
20250307-20250311-5,微R,抽卡商品,化境研习橙色道具,,34,2430.0,115
20250307-20250311-5,小R,抽卡商品,化境研习金色道具,,2,60.0,6
20241223-20241227-5,超R,抽卡商品,2025元旦足利义辉（碎片）,,2,23.0,9
20241223-20241227-5,非R,抽卡商品,雷精,,57,1340.0,116
20250307-20250311-5,微R,抽卡商品,火石（神武升星道具）,,7,45.0,7
20241223-20241227-5,大R,抽卡商品,6周年金色国宝自选包（全）,,1,1.0,1
20250509-20250513-5,中R,抽卡商品,6周年非赛季UR战旗碎片自选,,9,212.0,23
20250509-20250513-5,超R,抽卡商品,化境研习橙色道具,,1,100.0,1
20250323-20250327-5,大R,抽卡商品,君主体力 +120(被gameconstantset引用),,1,90.0,8
20250323-20250327-5,微R,抽卡商品,玉钢,,1,10000.0,1
20250315-20250319-5,微R,抽卡商品,研习金色道具,,1,40.0,1
20250509-20250513-5,小R,抽卡商品,6周年金色装备12选1,,2,2.0,2
