act_tag,pay_tag,type,dis_type1,dis_type2,users,target_sum,target_count
20250219-20250222-4,中R,直购礼包礼包聚合1,行脚商人-自选礼包3,,3,500.1792,4
20250203-20250205-3,超R,获得道具,铁锭（装备饰品和改造道具）,,1,4500.0,3
20241215-20241218-4,超R,获得道具,家督印（战旗征集道具）,,3,90.0,18
20241215-20241218-4,大R,获得道具,金色装备8选1,,1,1.0,1
20241215-20241218-4,中R,获得道具,SSR+将魂,,4,660.0,11
20241215-20241218-4,大R,获得道具,铭刻道具自选包,,3,180.0,9
20250219-20250222-4,小R,获得道具,研习橙色道具,,1,20.0,1
20250319-20250322-4,超R,获得道具,研习橙色道具,,1,120.0,6
20250506-20250508-3,微R,获得道具,君主体力 +120(被gameconstantset引用),,1,4.0,2
20241119-20241122-4,微R,获得道具,雷精,,1,30.0,2
20241119-20241122-4,小R,获得道具,火砂（神武升级道具）,,5,6000.0,6
20241202-20241205-4,超R,获得道具,试金石,,4,780.0,13
20250419-20250422-4,大R,获得道具,金色装备8选1,,1,1.0,1
20241119-20241122-4,大R,获得道具,锻造石,,1,15.0,1
20250113-20250115-3,大R,获得道具,火砂（神武升级道具）,,1,2000.0,1
20250113-20250115-3,微R,获得道具,试金石,,1,120.0,2
20250113-20250115-3,大R,获得道具,赛季UR战旗碎片自选S19-S23,,1,30.0,1
20250303-20250305-3,中R,获得道具,累计充值UR战旗任选包（非赛任选）,,1,25.0,1
20250303-20250305-3,大R,获得道具,铁锭（装备饰品和改造道具）,,7,31500.0,21
20250303-20250305-3,非R,获得道具,君主体力 +120(被gameconstantset引用),,2,38.0,10
20250303-20250305-3,中R,获得道具,I阶符文随机包,,1,60.0,2
20250506-20250508-3,超R,获得道具,初级升阶道具,,1,200.0,2
20241215-20241218-4,小R,获得道具,研习金色道具,,1,10.0,1
20250113-20250115-3,超R,获得道具渠道,购买_gold_332,赛季UR战旗碎片自选S19-S23,2,240.0,8
20250113-20250115-3,小R,获得道具渠道,购买_gold_332,君主体力 +120(被gameconstantset引用),1,48.0,8
20250303-20250305-3,中R,获得道具渠道,购买_gold_330,银币,5,2850000.0,19
20250303-20250305-3,小R,获得道具渠道,购买_gold_330,研习金色道具,2,20.0,2
20250303-20250305-3,非R,获得道具渠道,购买_gold_331,研习道具自选包,1,60.0,3
20250121-20250123-3,中R,获得道具渠道,购买_gold_330,国宝升星道具,2,18.0,3
20250121-20250123-3,中R,获得道具渠道,购买_gold_330,银币,7,2700000.0,18
20250121-20250123-3,超R,获得道具渠道,购买_gold_332,家督印（战旗征集道具）,1,30.0,6
20241119-20241122-4,中R,获得道具渠道,购买_gold_331,铭刻道具自选包,4,120.0,6
20241215-20241218-4,超R,获得道具渠道,购买_gold_329,I阶符文随机包,1,240.0,8
20250219-20250222-4,大R,获得道具渠道,购买_gold_329,蓝经验国宝,4,1250.0,25
20250219-20250222-4,中R,获得道具渠道,购买_gold_330,君主体力 +120(被gameconstantset引用),22,248.0,124
20241119-20241122-4,中R,获得道具渠道,购买_gold_331,君主体力 +120(被gameconstantset引用),3,40.0,8
20250506-20250508-3,大R,获得道具渠道,购买_gold_331,金币,1,2400.0,2
20241202-20241205-4,微R,获得道具渠道,购买_gold_329,银币,2,200000.0,2
20250404-20250406-3,大R,获得道具渠道,购买_gold_332,累计充值UR战旗任选包（非赛任选）,2,150.0,6
20250404-20250406-3,中R,获得道具渠道,购买_gold_330,SSR+将魂,2,120.0,2
20250404-20250406-3,超R,获得道具渠道,购买_gold_331,玉钢,2,280000.0,14
20250404-20250406-3,大R,获得道具渠道,购买_gold_331,金色国宝自选包,1,5.0,5
20250319-20250322-4,超R,获得道具渠道,购买_gold_332,家督印（战旗征集道具）,1,40.0,8
20250203-20250205-3,小R,获得道具渠道,购买_gold_330,战旗经验书-蓝,2,60.0,3
20250319-20250322-4,超R,获得道具渠道,购买_gold_330,朱砂,1,6000.0,1
20241202-20241205-4,微R,获得道具渠道,购买_gold_330,玉钢,1,20000.0,2
20250203-20250205-3,中R,获得道具渠道,购买_gold_332,赛季UR战旗碎片自选S14-S18,1,50.0,2
20250121-20250123-3,大R,获得道具渠道,购买_gold_330,武将经验 +20000,2,240.0,6
20250506-20250508-3,微R,获得道具渠道,购买_gold_329,赤玉,1,2000.0,1
20250121-20250123-3,非R,直购礼包礼包聚合2,非R,,3,302.5224,5
20241202-20241205-4,未活跃,直购礼包礼包聚合1,行脚商人-自选礼包2,,1,125.0448,2
20250404-20250406-3,大R,直购礼包礼包聚合1,行脚商人-自选礼包3,,4,1845.4031999999995,15
20241202-20241205-4,大R,直购礼包礼包聚合1,行脚商人-自选礼包5,,4,3074.018,5
20250303-20250305-3,非R,直购礼包礼包聚合1,行脚商人-自选礼包3,,1,375.13439999999997,3
20250203-20250205-3,中R,获得道具,研习金色道具,,2,120.0,12
20250113-20250115-3,小R,获得道具,赛季UR战旗碎片自选S28-S31,,1,180.0,6
20250219-20250222-4,超R,获得道具,战旗觉醒道具自选包,,3,135.0,21
20250219-20250222-4,小R,获得道具,I阶符文随机包,,2,60.0,2
20250404-20250406-3,大R,获得道具,金色国宝自选包,,1,5.0,5
20250506-20250508-3,超R,获得道具,SSR+战旗碎片自选 S14-S18,,1,240.0,4
20241119-20241122-4,中R,获得道具,累计充值UR战旗任选包（非赛任选）,,2,300.0,10
20241119-20241122-4,小R,获得道具,SSR+将魂,,1,240.0,4
20241202-20241205-4,超R,获得道具,战旗经验书-蓝,,4,480.0,24
20241202-20241205-4,超R,获得道具,阵石招募令,,2,30.0,3
20250419-20250422-4,小R,获得道具,君主体力 +120(被gameconstantset引用),,2,12.0,6
20250113-20250115-3,微R,获得道具,蓝经验国宝,,1,50.0,1
20241202-20241205-4,小R,获得道具,雷精,,1,60.0,2
20250203-20250205-3,小R,获得道具,蓝经验国宝,,1,50.0,1
20250303-20250305-3,中R,获得道具,化境研习橙色道具,,17,2360.0,59
20250121-20250123-3,中R,获得道具,铁锭（装备饰品和改造道具）,,3,19500.0,13
20250419-20250422-4,超R,获得道具,金色装备8选1,,1,2.0,2
20250113-20250115-3,超R,获得道具渠道,购买_gold_332,赛季UR战旗碎片自选S14-S18,1,60.0,2
20250121-20250123-3,中R,获得道具渠道,购买_gold_330,研习金色道具,5,110.0,11
20241119-20241122-4,中R,获得道具渠道,购买_gold_331,银币,3,4200000.0,14
20241119-20241122-4,超R,获得道具渠道,购买_gold_332,金币,2,9600.0,12
20241119-20241122-4,超R,获得道具渠道,购买_gold_332,赛季UR战旗碎片自选S14-S18,1,180.0,6
20241215-20241218-4,超R,获得道具渠道,购买_gold_331,金色国宝自选包,2,8.0,8
20241215-20241218-4,超R,获得道具渠道,购买_gold_331,金色装备8选1,1,1.0,1
20250506-20250508-3,超R,获得道具渠道,购买_gold_329,玉钢,3,70000.0,14
20241202-20241205-4,小R,获得道具渠道,购买_gold_330,战旗经验书-蓝,2,160.0,8
20250419-20250422-4,大R,获得道具渠道,购买_gold_333,抽奖自选包,2,30.0,3
20250419-20250422-4,超R,获得道具渠道,购买_gold_332,累计充值UR战旗任选包（非赛任选）,1,50.0,2
20250419-20250422-4,超R,获得道具渠道,购买_gold_333,玉钢,4,840000.0,28
20250113-20250115-3,小R,获得道具渠道,购买_gold_330,研习橙色道具,1,20.0,1
20250319-20250322-4,小R,获得道具渠道,购买_gold_330,化境研习橙色道具,1,200.0,5
20250404-20250406-3,超R,获得道具渠道,购买_gold_332,战旗觉醒道具自选包,1,20.0,4
20250203-20250205-3,大R,获得道具渠道,购买_gold_329,银币,5,2200000.0,22
20250203-20250205-3,中R,获得道具渠道,购买_gold_329,银币,2,800000.0,8
20250219-20250222-4,小R,获得道具渠道,购买_gold_331,君主体力 +120(被gameconstantset引用),1,10.0,2
20250219-20250222-4,大R,获得道具渠道,购买_gold_330,研习金色道具,4,80.0,8
20250219-20250222-4,微R,获得道具渠道,购买_gold_330,研习橙色道具,1,20.0,1
20250113-20250115-3,非R,获得道具渠道,购买_gold_330,君主体力 +120(被gameconstantset引用),1,8.0,4
20250113-20250115-3,中R,获得道具渠道,购买_gold_333,UR招募令,1,10.0,1
20250219-20250222-4,超R,获得道具渠道,购买_gold_329,战旗经验书-蓝,2,40.0,2
20250404-20250406-3,超R,获得道具渠道,购买_gold_332,玉钢,1,80000.0,2
20250219-20250222-4,大R,直购礼包礼包聚合1,行脚商人-自选礼包1,,10,1673.0585999999994,51
20250203-20250205-3,超R,获得道具,战旗经验书-蓝,,4,340.0,17
20241215-20241218-4,大R,获得道具,研习金色道具,,10,300.0,30
20241215-20241218-4,超R,获得道具,铁锭（装备饰品和改造道具）,,2,24000.0,16
20241215-20241218-4,中R,获得道具,玉钢,,2,230000.0,28
20250219-20250222-4,中R,获得道具,铁锭（装备饰品和改造道具）,,3,16500.0,11
20250419-20250422-4,大R,获得道具,蓝经验国宝,,3,550.0,11
20250419-20250422-4,中R,获得道具,火砂（神武升级道具）,,1,2000.0,1
20250419-20250422-4,中R,获得道具,银币,,9,4600000.0,27
20250506-20250508-3,中R,获得道具,锻造石,,1,50.0,1
20241202-20241205-4,中R,获得道具,阵灵（旗阵突破道具）,,3,180.0,6
20241202-20241205-4,超R,获得道具,赤玉,,2,12000.0,10
20250219-20250222-4,小R,获得道具,金币,,1,320.0,1
20250419-20250422-4,大R,获得道具,阵石招募令,,2,30.0,3
20250219-20250222-4,微R,获得道具,SSR+将魂,,1,60.0,1
20250113-20250115-3,大R,获得道具,阵灵（旗阵突破道具）,,1,30.0,1
20250303-20250305-3,大R,获得道具,I阶符文随机包,,3,300.0,10
20250506-20250508-3,微R,获得道具,金色国宝自选包,,1,2.0,1
20250506-20250508-3,大R,获得道具,研习道具自选包,,1,20.0,1
20250113-20250115-3,大R,获得道具渠道,购买_gold_332,家督印（战旗征集道具）,2,60.0,12
20250113-20250115-3,中R,获得道具渠道,购买_gold_333,朱砂,1,10000.0,2
20250303-20250305-3,超R,获得道具渠道,购买_gold_332,玉钢,2,880000.0,22
20250303-20250305-3,大R,获得道具渠道,购买_gold_331,金色神威任选箱,1,12.0,12
20241119-20241122-4,中R,获得道具渠道,购买_gold_329,蓝经验国宝,6,1300.0,26
20241215-20241218-4,大R,获得道具渠道,购买_gold_329,铁锭（装备饰品和改造道具）,10,63000.0,42
20241215-20241218-4,大R,获得道具渠道,购买_gold_333,阵石招募令,1,30.0,3
20250219-20250222-4,大R,获得道具渠道,购买_gold_330,化境研习橙色道具,12,1520.0,38
20250219-20250222-4,中R,获得道具渠道,购买_gold_330,银币,11,5400000.0,36
20241202-20241205-4,微R,获得道具渠道,购买_gold_330,银币,2,750000.0,5
20241202-20241205-4,超R,获得道具渠道,购买_gold_333,金色阵石随机箱（速度减少）,1,4.0,1
20250419-20250422-4,大R,获得道具渠道,购买_gold_331,金色装备8选1,1,1.0,1
20250419-20250422-4,大R,获得道具渠道,购买_gold_333,银币,3,1600000.0,4
20241119-20241122-4,超R,获得道具渠道,购买_gold_330,雷精,1,30.0,1
20250404-20250406-3,大R,获得道具渠道,购买_gold_332,家督印（战旗征集道具）,2,30.0,6
20250404-20250406-3,中R,获得道具渠道,购买_gold_331,新金色国宝随机包,2,5.0,5
20250404-20250406-3,大R,获得道具渠道,购买_gold_330,银币,5,2850000.0,19
20250404-20250406-3,大R,获得道具渠道,购买_gold_330,火砂（神武升级道具）,2,6000.0,3
20250404-20250406-3,超R,获得道具渠道,购买_gold_329,阵符（旗阵升级道具）,1,4500.0,3
20250121-20250123-3,小R,获得道具渠道,购买_gold_332,家督印（战旗征集道具）,1,10.0,2
20250303-20250305-3,小R,获得道具渠道,购买_gold_331,银币,1,300000.0,1
20250219-20250222-4,中R,获得道具渠道,购买_gold_331,战旗觉醒道具自选包,1,30.0,2
20250319-20250322-4,中R,获得道具渠道,购买_gold_330,锻造石,2,90.0,3
20250404-20250406-3,超R,获得道具渠道,购买_gold_330,国宝升星道具,1,24.0,4
20250404-20250406-3,大R,获得道具渠道,购买_gold_329,阵符（旗阵升级道具）,1,3000.0,2
20250419-20250422-4,大R,直购礼包礼包聚合1,行脚商人-自选礼包2,,14,3292.9703999999992,54
20241119-20241122-4,超R,直购礼包礼包聚合1,行脚商人-自选礼包2,,8,2872.9703999999997,47
20241215-20241218-4,小R,直购礼包礼包聚合1,行脚商人-自选礼包2,,2,125.0448,2
20250303-20250305-3,超R,直购礼包礼包聚合1,行脚商人-自选礼包1,,3,224.0,7
20250506-20250508-3,大R,直购礼包礼包聚合1,行脚商人-自选礼包5,,1,660.0,1
20250203-20250205-3,大R,获得道具,君主体力 +120(被gameconstantset引用),,9,200.0,60
20250203-20250205-3,中R,获得道具,银币,,4,2400000.0,17
20250113-20250115-3,超R,获得道具,朱砂,,2,25000.0,5
20250113-20250115-3,中R,获得道具,I阶符文随机包,,1,60.0,2
20241215-20241218-4,大R,获得道具,战旗经验书-蓝,,8,640.0,32
20241215-20241218-4,中R,获得道具,研习金色道具,,7,140.0,14
20241215-20241218-4,超R,获得道具,战旗经验书-蓝,,2,200.0,10
20241215-20241218-4,超R,获得道具,试金石,,2,540.0,9
20250219-20250222-4,超R,获得道具,赛季UR战旗碎片自选S19-S23,,3,475.0,19
20250319-20250322-4,中R,获得道具,国宝升星道具,,1,18.0,3
20250404-20250406-3,大R,获得道具,累计充值UR战旗任选包（非赛任选）,,2,150.0,6
20250506-20250508-3,中R,获得道具,玉钢,,2,110000.0,18
20250419-20250422-4,大R,获得道具,抽奖自选包,,2,30.0,3
20250113-20250115-3,微R,获得道具,研习金色道具,,1,20.0,2
20241119-20241122-4,微R,获得道具,SSR+将魂,,1,60.0,1
20250121-20250123-3,超R,获得道具,朱砂,,3,45000.0,9
20241119-20241122-4,超R,获得道具,武将经验 +20000,,1,80.0,2
20250113-20250115-3,大R,获得道具渠道,购买_gold_330,国宝升星道具,2,48.0,8
20250113-20250115-3,小R,获得道具渠道,购买_gold_330,战旗经验书-蓝,2,100.0,5
20250113-20250115-3,大R,获得道具渠道,购买_gold_329,战旗经验书-蓝,5,280.0,14
20250121-20250123-3,中R,获得道具渠道,购买_gold_330,火砂（神武升级道具）,6,48000.0,24
20250121-20250123-3,超R,获得道具渠道,购买_gold_330,研习橙色道具,1,80.0,4
20250121-20250123-3,中R,获得道具渠道,购买_gold_330,君主体力 +120(被gameconstantset引用),10,104.0,52
20250121-20250123-3,大R,获得道具渠道,购买_gold_333,阵符（旗阵升级道具）,1,2000.0,2
20250121-20250123-3,中R,获得道具渠道,购买_gold_332,玉钢,1,80000.0,2
20241119-20241122-4,中R,获得道具渠道,购买_gold_329,雷精,5,180.0,12
20241215-20241218-4,中R,获得道具渠道,购买_gold_330,研习橙色道具,6,320.0,16
20250219-20250222-4,中R,获得道具渠道,购买_gold_330,化境研习橙色道具,31,3240.0,81
20250219-20250222-4,超R,获得道具渠道,购买_gold_331,玉钢,1,40000.0,2
20250506-20250508-3,中R,获得道具渠道,购买_gold_330,试金石,3,640.0,8
20250506-20250508-3,大R,获得道具渠道,购买_gold_331,化境UR招募令,2,35.0,7
20250419-20250422-4,大R,获得道具渠道,购买_gold_333,UR将魂,1,100.0,1
20250419-20250422-4,中R,获得道具渠道,购买_gold_329,铁锭（装备饰品和改造道具）,2,13500.0,9
20241202-20241205-4,大R,获得道具渠道,购买_gold_329,铁锭（装备饰品和改造道具）,8,51000.0,34
20250113-20250115-3,大R,获得道具渠道,购买_gold_332,战旗觉醒道具自选包,1,5.0,1
20250113-20250115-3,中R,获得道具渠道,购买_gold_331,君主体力 +120(被gameconstantset引用),1,10.0,2
20250404-20250406-3,大R,获得道具渠道,购买_gold_329,武将经验 +20000,3,960.0,24
20250319-20250322-4,超R,获得道具渠道,购买_gold_332,战旗觉醒道具自选包,3,90.0,18
20250319-20250322-4,中R,获得道具渠道,购买_gold_330,SSR+将魂,2,180.0,3
20250319-20250322-4,中R,获得道具渠道,购买_gold_333,银币,2,1600000.0,4
20250319-20250322-4,超R,获得道具渠道,购买_gold_330,国宝升星道具,1,6.0,1
20250319-20250322-4,小R,获得道具渠道,购买_gold_330,君主体力 +120(被gameconstantset引用),2,24.0,12
20250203-20250205-3,非R,获得道具渠道,购买_gold_330,蓝经验国宝,1,150.0,3
20250203-20250205-3,中R,获得道具渠道,购买_gold_330,战旗经验书-蓝,1,120.0,6
20250219-20250222-4,超R,获得道具渠道,购买_gold_330,试金石,2,360.0,6
20250319-20250322-4,超R,获得道具渠道,购买_gold_332,玉钢,1,160000.0,4
20250319-20250322-4,小R,获得道具渠道,购买_gold_330,SSR+将魂,1,60.0,1
20250419-20250422-4,小R,获得道具渠道,购买_gold_329,武将经验 +20000,1,80.0,2
20241119-20241122-4,未活跃,获得道具渠道,购买_gold_330,试金石,2,180.0,3
20250203-20250205-3,大R,直购礼包礼包聚合1,行脚商人-自选礼包4,,3,3460.896,11
20241119-20241122-4,小R,直购礼包礼包聚合1,行脚商人-自选礼包1,,5,331.19780000000003,10
20250506-20250508-3,超R,直购礼包礼包聚合1,行脚商人-自选礼包2,,6,1105.224,18
20250506-20250508-3,中R,直购礼包礼包聚合1,行脚商人-自选礼包5,,2,2459.2144,4
20241215-20241218-4,超R,直购礼包礼包聚合1,行脚商人-自选礼包4,,4,7830.076000000001,25
20250203-20250205-3,中R,获得道具,战旗经验书-蓝,,3,260.0,13
20250219-20250222-4,微R,获得道具,银币,,2,450000.0,3
20250219-20250222-4,超R,获得道具,玉钢,,8,2560000.0,110
20250219-20250222-4,中R,获得道具,研习橙色道具,,9,400.0,20
20250319-20250322-4,大R,获得道具,化境研习橙色道具,,5,920.0,23
20250404-20250406-3,大R,获得道具,铁锭（装备饰品和改造道具）,,8,48000.0,32
20250506-20250508-3,大R,获得道具,铭刻道具自选包,,4,160.0,8
20250506-20250508-3,微R,获得道具,化境UR招募令,,2,8.0,2
20241119-20241122-4,大R,获得道具,玉钢,,11,890000.0,98
20241119-20241122-4,微R,获得道具,蓝经验国宝,,1,100.0,2
20250404-20250406-3,大R,获得道具,金币,,1,2400.0,3
20241202-20241205-4,微R,获得道具,国宝升星道具,,1,18.0,3
20241202-20241205-4,小R,获得道具,银币,,5,1250000.0,9
20241202-20241205-4,小R,获得道具,SSR+将魂,,4,1020.0,17
20250404-20250406-3,小R,获得道具,金币,,1,3200.0,1
20250203-20250205-3,超R,获得道具,金色国宝自选包,,2,2.0,2
20250303-20250305-3,中R,获得道具,金色神威任选箱,,1,2.0,2
20250121-20250123-3,超R,获得道具,赛季UR战旗碎片自选S19-S23,,2,210.0,7
20250419-20250422-4,中R,获得道具,铭刻道具自选包,,1,20.0,1
20250419-20250422-4,超R,获得道具,经验道具自选包,,1,60.0,2
20250113-20250115-3,超R,获得道具渠道,购买_gold_331,金色装备8选1,2,3.0,3
20250303-20250305-3,大R,获得道具渠道,购买_gold_331,新金色国宝随机包,1,2.0,2
20250303-20250305-3,中R,获得道具渠道,购买_gold_331,新金色神威任选箱,1,6.0,6
20250303-20250305-3,超R,获得道具渠道,购买_gold_330,朱砂,1,24000.0,4
20250121-20250123-3,微R,获得道具渠道,购买_gold_330,研习橙色道具,2,100.0,5
20250121-20250123-3,超R,获得道具渠道,购买_gold_333,雷精,1,400.0,4
