act_tag,pay_tag,type,dis_type1,dis_type2,users,target_sum,target_count
20250214-20250217-4,非R,道具获得1,引导奖励,,479,16195.0,1917
20250428-20250501-4,大R,道具获得2,3,引导奖励,18,780.0,105
20250428-20250501-4,中R,道具获得2,3,引导奖励,76,3900.0,495
20250514-20250517-4,未活跃,道具获得2,3,引导奖励,6,180.0,21
20241231-20250103-4,未活跃,直购礼包礼包聚合2,未活跃,,1,2220.0,5
20250428-20250501-4,中R,直购礼包礼包聚合1,神魔-绘马礼包1,,10,1763.186799999999,53
20250214-20250217-4,超R,直购礼包礼包聚合1,神魔-绘马礼包2,,2,480.0,4
20250514-20250517-4,超R,道具获得2,3,引导奖励,8,390.0,51
20250202-20250205-4,中R,直购礼包礼包聚合2,中R,,21,20576.405699999996,144
20250514-20250517-4,中R,直购礼包礼包聚合1,神魔-绘马礼包2,,2,375.13439999999997,3
20241211-20241214-4,非R,道具获得2,4,玩家付费,1623,31848.0,17769
20250214-20250217-4,非R,道具获得1,玩家付费,,1337,25870.0,14822
20250514-20250517-4,小R,道具获得1,引导奖励,,63,3260.0,401
20241211-20241214-4,中R,道具获得1,玩家付费,,145,5741.0,3098
20250514-20250517-4,微R,道具获得2,4,玩家付费,261,6404.0,3669
20250514-20250517-4,中R,道具获得2,1,购买,12,932.0,64
20241211-20241214-4,小R,兑换情况,银币,,15,2000000.0,18
20250214-20250217-4,小R,直购礼包礼包聚合1,神魔-绘马礼包2,,1,250.0896,2
20250202-20250205-4,大R,道具获得2,4,玩家付费,34,1453.0,796
20250428-20250501-4,小R,道具获得2,3,引导奖励,74,2965.0,354
20241211-20241214-4,中R,兑换情况,橙色国宝自选包,,1,1.0,1
20241211-20241214-4,中R,兑换情况,研习橙色道具,,6,140.0,7
20250202-20250205-4,微R,直购礼包礼包聚合1,神魔-绘马礼包2,,2,250.0896,2
20250514-20250517-4,大R,直购礼包礼包聚合1,神魔-绘马礼包1,,1,448.0,14
20250202-20250205-4,大R,道具获得1,引导奖励,,18,865.0,108
20250514-20250517-4,超R,道具获得1,玩家付费,,16,633.0,301
20241211-20241214-4,非R,道具获得1,引导奖励,,443,17724.0,2058
20241231-20250103-4,中R,直购礼包礼包聚合1,神魔-绘马礼包2,,8,1605.4031999999997,13
20241231-20250103-4,微R,道具获得2,4,玩家付费,260,7158.0,4139
20250428-20250501-4,小R,道具获得1,玩家付费,,155,4304.0,2396
20250428-20250501-4,未活跃,道具获得1,玩家付费,,3,14.0,3
20250214-20250217-4,大R,道具获得1,购买,,6,368.0,48
20241231-20250103-4,微R,道具获得1,引导奖励,,145,5960.0,701
20250214-20250217-4,未活跃,道具获得1,购买,,2,38.0,3
20250514-20250517-4,未活跃,道具获得1,玩家付费,,18,269.0,148
20250202-20250205-4,非R,道具获得2,1,购买,7,484.0,23
20250428-20250501-4,中R,道具获得2,1,购买,15,1066.0,69
20250428-20250501-4,大R,道具获得2,1,购买,4,260.0,26
20241211-20241214-4,未活跃,兑换情况,银币,,7,700000.0,7
20241211-20241214-4,大R,兑换情况,玉钢,,3,80000.0,6
20241211-20241214-4,微R,兑换情况,初级升阶道具,,2,60.0,2
20241211-20241214-4,超R,直购礼包礼包聚合2,超R,,6,22512.033499999983,106
20250428-20250501-4,小R,直购礼包礼包聚合1,神魔-绘马礼包1,,3,474.12820000000016,14
20250214-20250217-4,超R,直购礼包礼包聚合1,神魔-绘马礼包3,,2,2549.6072,4
20241231-20250103-4,非R,道具获得2,4,玩家付费,1317,26147.0,15094
20250214-20250217-4,超R,道具获得1,购买,,4,432.0,16
20250214-20250217-4,微R,道具获得2,1,购买,5,246.0,22
20241211-20241214-4,微R,兑换情况,君主体力 +120(被gameconstantset引用),,33,96.0,70
20241211-20241214-4,未活跃,兑换情况,国宝升星道具,,7,11.0,7
20250202-20250205-4,小R,直购礼包礼包聚合2,小R,,9,1960.2894999999987,25
20241231-20250103-4,大R,直购礼包礼包聚合1,神魔-绘马礼包2,,4,495.1344,4
20250202-20250205-4,大R,道具获得1,玩家付费,,34,1453.0,796
20250214-20250217-4,未活跃,道具获得2,1,购买,2,38.0,3
20250428-20250501-4,未活跃,道具获得2,4,玩家付费,3,14.0,3
20241211-20241214-4,微R,兑换情况,国宝升星道具,,46,59.0,47
20241211-20241214-4,大R,兑换情况,神魔UR碎片自选,,2,2.0,2
20241211-20241214-4,超R,兑换情况,玉钢,,2,140000.0,6
20241211-20241214-4,超R,兑换情况,研习金色道具,,2,120.0,2
20250428-20250501-4,中R,直购礼包礼包聚合1,神魔-绘马礼包3,,4,5008.8216,8
20241231-20250103-4,小R,直购礼包礼包聚合1,神魔-绘马礼包2,,6,1375.4927999999998,11
20241211-20241214-4,非R,道具获得2,3,引导奖励,443,17724.0,2058
20241211-20241214-4,中R,道具获得2,4,玩家付费,145,5741.0,3098
20241231-20250103-4,未活跃,道具获得2,3,引导奖励,35,1350.0,160
20250202-20250205-4,中R,道具获得1,引导奖励,,88,4585.0,570
20241231-20250103-4,微R,道具获得1,玩家付费,,260,7158.0,4139
20241211-20241214-4,微R,道具获得1,购买,,2,246.0,4
20250202-20250205-4,超R,道具获得2,4,玩家付费,17,700.0,349
20250202-20250205-4,非R,直购礼包礼包聚合1,神魔-绘马礼包2,,3,615.1343999999999,5
20241231-20250103-4,超R,道具获得2,1,购买,6,1512.0,34
20250214-20250217-4,未活跃,道具获得1,引导奖励,,14,470.0,60
20250202-20250205-4,小R,道具获得2,4,玩家付费,157,4970.0,2833
20241211-20241214-4,超R,兑换情况,初级升阶道具,,3,80.0,3
20250428-20250501-4,微R,直购礼包礼包聚合2,微R,,9,1421.6071999999992,29
20250428-20250501-4,超R,直购礼包礼包聚合1,神魔-绘马礼包2,,3,1250.4479999999999,10
20250202-20250205-4,微R,直购礼包礼包聚合1,神魔-绘马礼包3,,2,1229.6072,2
20241211-20241214-4,非R,直购礼包礼包聚合1,神魔-绘马礼包3,,2,3074.018,5
20241211-20241214-4,微R,直购礼包礼包聚合1,神魔-绘马礼包1,,1,32.0,1
20250514-20250517-4,大R,直购礼包礼包聚合1,神魔-绘马礼包2,,2,495.1344,4
20241231-20250103-4,未活跃,道具获得1,玩家付费,,93,1633.0,901
20250202-20250205-4,小R,道具获得1,引导奖励,,83,3640.0,430
20250514-20250517-4,小R,道具获得1,购买,,6,126.0,16
20241211-20241214-4,微R,兑换情况,橙色国宝自选包,,5,5.0,5
20250428-20250501-4,大R,直购礼包礼包聚合1,神魔-绘马礼包1,,4,704.0,22
20241231-20250103-4,非R,直购礼包礼包聚合1,神魔-绘马礼包3,,4,6808.036000000001,11
20241211-20241214-4,小R,直购礼包礼包聚合1,神魔-绘马礼包3,,2,2459.2144,4
20250514-20250517-4,超R,道具获得1,购买,,3,128.0,13
20250214-20250217-4,大R,道具获得2,4,玩家付费,34,1372.0,746
20250202-20250205-4,小R,道具获得2,1,购买,9,284.0,25
20241211-20241214-4,中R,道具获得2,3,引导奖励,80,5152.0,676
20241211-20241214-4,中R,兑换情况,神魔UR碎片自选,,6,8.0,8
20241231-20250103-4,小R,直购礼包礼包聚合1,神魔-绘马礼包1,,9,1318.9193999999998,39
20250214-20250217-4,小R,道具获得1,引导奖励,,75,2705.0,322
20250428-20250501-4,小R,道具获得1,引导奖励,,74,2965.0,354
20241231-20250103-4,未活跃,道具获得2,4,玩家付费,93,1633.0,901
20241231-20250103-4,中R,道具获得2,3,引导奖励,82,4820.0,602
20241211-20241214-4,中R,兑换情况,研习金色道具,,2,20.0,2
20241211-20241214-4,超R,兑换情况,君主体力 +120(被gameconstantset引用),,6,24.0,12
20250214-20250217-4,微R,直购礼包礼包聚合1,神魔-绘马礼包1,,3,562.663,17
20250214-20250217-4,未活跃,道具获得1,玩家付费,,57,830.0,436
20250514-20250517-4,小R,道具获得1,玩家付费,,158,4467.0,2493
20250214-20250217-4,小R,道具获得2,1,购买,6,172.0,13
20241211-20241214-4,小R,兑换情况,橙色国宝自选包,,3,5.0,4
20250428-20250501-4,超R,直购礼包礼包聚合2,超R,,4,14579.049299999993,42
20250202-20250205-4,超R,直购礼包礼包聚合2,超R,,4,1229.0448000000001,30
20241231-20250103-4,小R,直购礼包礼包聚合2,小R,,11,2756.9345999999996,51
20250514-20250517-4,微R,直购礼包礼包聚合1,神魔-绘马礼包2,,3,500.1792,4
20250214-20250217-4,超R,道具获得1,引导奖励,,8,410.0,54
20250428-20250501-4,微R,道具获得1,引导奖励,,130,6040.0,714
20241211-20241214-4,小R,直购礼包礼包聚合2,小R,,6,5527.966999999998,66
20250428-20250501-4,非R,直购礼包礼包聚合1,神魔-绘马礼包1,,2,325.59890000000007,10
20241231-20250103-4,超R,道具获得1,玩家付费,,17,653.0,306
20241231-20250103-4,中R,道具获得1,购买,,31,2850.0,182
20250428-20250501-4,中R,道具获得2,4,玩家付费,147,4956.0,2588
20250202-20250205-4,超R,道具获得1,玩家付费,,17,700.0,349
20250514-20250517-4,微R,道具获得1,玩家付费,,261,6404.0,3669
20250202-20250205-4,未活跃,道具获得2,4,玩家付费,76,1234.0,724
20250514-20250517-4,超R,道具获得2,4,玩家付费,16,633.0,301
20241211-20241214-4,超R,道具获得2,1,购买,6,3002.0,106
20241211-20241214-4,小R,兑换情况,玉钢,,3,100000.0,8
20250214-20250217-4,小R,直购礼包礼包聚合2,小R,,6,1201.6899,13
20250514-20250517-4,中R,直购礼包礼包聚合2,中R,,12,6577.4033000000045,64
20241231-20250103-4,小R,道具获得1,引导奖励,,82,3710.0,440
20250514-20250517-4,中R,道具获得1,引导奖励,,68,3535.0,438
20250214-20250217-4,超R,道具获得2,1,购买,4,432.0,16
20250514-20250517-4,小R,道具获得2,3,引导奖励,63,3260.0,401
20241211-20241214-4,中R,兑换情况,国宝升星道具,,28,50.0,33
20241211-20241214-4,非R,兑换情况,橙色国宝自选包,,11,12.0,12
20241211-20241214-4,非R,兑换情况,玉钢,,55,1260000.0,110
20250202-20250205-4,非R,直购礼包礼包聚合1,神魔-绘马礼包3,,2,2504.4107999999997,4
20250428-20250501-4,微R,直购礼包礼包聚合1,神魔-绘马礼包1,,7,733.8608000000003,22
20250514-20250517-4,非R,道具获得1,玩家付费,,1226,23450.0,13261
20250514-20250517-4,小R,道具获得2,4,玩家付费,158,4467.0,2493
20241211-20241214-4,小R,兑换情况,初级升阶道具,,4,100.0,4
20241211-20241214-4,中R,兑换情况,金色神威任选箱,,3,6.0,6
20241211-20241214-4,未活跃,兑换情况,君主体力 +120(被gameconstantset引用),,7,18.0,16
20250428-20250501-4,小R,直购礼包礼包聚合2,小R,,4,599.1730000000001,15
20241231-20250103-4,大R,直购礼包礼包聚合1,神魔-绘马礼包1,,7,1729.5933999999995,53
20250428-20250501-4,大R,直购礼包礼包聚合1,神魔-绘马礼包3,,1,660.0,1
20241231-20250103-4,中R,道具获得2,4,玩家付费,143,5089.0,2755
20241211-20241214-4,大R,兑换情况,橙色国宝自选包,,1,1.0,1
20250214-20250217-4,微R,直购礼包礼包聚合2,微R,,5,1677.6457999999993,22
20241231-20250103-4,小R,直购礼包礼包聚合1,神魔-绘马礼包4,,1,62.5224,1
20241211-20241214-4,大R,直购礼包礼包聚合1,神魔-绘马礼包1,,8,2267.721599999999,69
20250514-20250517-4,中R,直购礼包礼包聚合1,神魔-绘马礼包3,,2,4394.018,7
20241231-20250103-4,超R,道具获得1,引导奖励,,8,465.0,60
20250202-20250205-4,未活跃,道具获得1,玩家付费,,76,1234.0,724
20250514-20250517-4,大R,道具获得1,玩家付费,,34,1183.0,621
20241211-20241214-4,未活跃,道具获得1,玩家付费,,156,2139.0,1182
20241231-20250103-4,未活跃,道具获得1,购买,,1,272.0,5
20250214-20250217-4,未活跃,道具获得2,3,引导奖励,14,470.0,60
20250202-20250205-4,微R,道具获得2,1,购买,7,288.0,20
20250428-20250501-4,非R,道具获得2,1,购买,2,60.0,10
20241211-20241214-4,微R,兑换情况,玉钢,,8,220000.0,18
20250202-20250205-4,中R,直购礼包礼包聚合1,神魔-绘马礼包3,,5,14755.286399999994,24
20250202-20250205-4,大R,直购礼包礼包聚合1,神魔-绘马礼包1,,2,1042.663,32
20241211-20241214-4,微R,直购礼包礼包聚合2,微R,,2,1876.4107999999999,4
20250214-20250217-4,小R,直购礼包礼包聚合1,神魔-绘马礼包3,,1,614.8036,1
20250428-20250501-4,中R,道具获得1,购买,,15,1066.0,69
20250214-20250217-4,中R,道具获得2,4,玩家付费,146,5084.0,2873
20250202-20250205-4,未活跃,道具获得2,3,引导奖励,25,1060.0,127
20241211-20241214-4,未活跃,道具获得2,1,购买,1,6.0,1
20241231-20250103-4,超R,直购礼包礼包聚合2,超R,,6,11499.724599999996,34
20241231-20250103-4,微R,直购礼包礼包聚合1,神魔-绘马礼包3,,3,6148.036000000001,10
20241211-20241214-4,超R,直购礼包礼包聚合1,神魔-绘马礼包3,,4,18055.28639999999,29
20241211-20241214-4,非R,直购礼包礼包聚合1,神魔-绘马礼包1,,3,1138.6630000000002,35
20250202-20250205-4,中R,道具获得1,购买,,21,2850.0,144
20250202-20250205-4,大R,道具获得2,1,购买,2,272.0,37
20250428-20250501-4,小R,道具获得2,1,购买,4,100.0,15
20241211-20241214-4,非R,兑换情况,初级升阶道具,,7,140.0,7
20250214-20250217-4,超R,直购礼包礼包聚合2,超R,,4,3291.2060999999994,16
20241211-20241214-4,超R,直购礼包礼包聚合1,神魔-绘马礼包2,,4,2650.0896000000002,22
20250214-20250217-4,中R,道具获得1,购买,,20,1292.0,100
20250428-20250501-4,超R,道具获得1,玩家付费,,15,719.0,328
20250202-20250205-4,非R,道具获得1,引导奖励,,550,20725.0,2471
20241211-20241214-4,未活跃,兑换情况,金色神威任选箱,,1,2.0,2
20241231-20250103-4,非R,直购礼包礼包聚合1,神魔-绘马礼包1,,6,820.5293000000003,25
20250514-20250517-4,中R,直购礼包礼包聚合1,神魔-绘马礼包1,,11,1808.2508999999993,54
20241211-20241214-4,超R,道具获得1,玩家付费,,17,783.0,388
20250202-20250205-4,超R,道具获得2,3,引导奖励,9,550.0,71
20250428-20250501-4,超R,道具获得2,1,购买,4,1878.0,42
20250514-20250517-4,大R,道具获得2,1,购买,2,228.0,19
20241211-20241214-4,中R,兑换情况,橙色神威任选箱,,2,4.0,4
20250214-20250217-4,微R,直购礼包礼包聚合1,神魔-绘马礼包3,,1,614.8036,1
20241231-20250103-4,微R,直购礼包礼包聚合1,神魔-绘马礼包1,,5,530.6630000000002,16
20241231-20250103-4,未活跃,直购礼包礼包聚合1,神魔-绘马礼包2,,1,240.0,2
20241211-20241214-4,非R,直购礼包礼包聚合1,神魔-绘马礼包4,,1,240.0,4
20241231-20250103-4,超R,直购礼包礼包聚合1,神魔-绘马礼包2,,3,615.1344,5
20250428-20250501-4,非R,道具获得1,引导奖励,,446,18590.0,2227
20250202-20250205-4,中R,道具获得2,4,玩家付费,147,5725.0,3122
20241211-20241214-4,中R,兑换情况,初级升阶道具,,6,280.0,10
20241211-20241214-4,非R,兑换情况,铭刻道具,,1,300.0,2
20241211-20241214-4,超R,兑换情况,金色国宝自选包,,1,1.0,1
20241211-20241214-4,未活跃,直购礼包礼包聚合2,未活跃,,1,32.0,1
20250428-20250501-4,小R,道具获得1,购买,,4,100.0,15
20250214-20250217-4,微R,道具获得2,4,玩家付费,266,6842.0,4001
20250214-20250217-4,小R,道具获得2,3,引导奖励,75,2705.0,322
20250428-20250501-4,微R,道具获得2,3,引导奖励,130,6040.0,714
20250214-20250217-4,中R,直购礼包礼包聚合2,中R,,20,8864.904399999994,100
20250514-20250517-4,微R,直购礼包礼包聚合2,微R,,5,1405.2377999999999,13
20241231-20250103-4,非R,直购礼包礼包聚合2,非R,,10,8618.834099999996,44
20250202-20250205-4,中R,直购礼包礼包聚合1,神魔-绘马礼包2,,10,2565.4031999999997,21
20241211-20241214-4,非R,直购礼包礼包聚合1,神魔-绘马礼包2,,2,1850.4479999999994,15
20241231-20250103-4,中R,道具获得1,引导奖励,,82,4820.0,602
20241211-20241214-4,小R,道具获得1,购买,,6,812.0,66
20250214-20250217-4,非R,道具获得2,3,引导奖励,479,16195.0,1917
20250428-20250501-4,小R,道具获得2,4,玩家付费,155,4304.0,2396
20241211-20241214-4,未活跃,兑换情况,橙色国宝自选包,,2,2.0,2
20241231-20250103-4,未活跃,直购礼包礼包聚合1,神魔-绘马礼包3,,1,1980.0,3
20250428-20250501-4,中R,直购礼包礼包聚合1,神魔-绘马礼包2,,5,750.2687999999999,6
20241211-20241214-4,中R,直购礼包礼包聚合1,神魔-绘马礼包4,,1,125.0448,2
20250514-20250517-4,大R,道具获得1,购买,,2,228.0,19
20241231-20250103-4,小R,道具获得2,4,玩家付费,154,4872.0,2725
20241231-20250103-4,微R,道具获得2,3,引导奖励,145,5960.0,701
20241211-20241214-4,小R,道具获得2,4,玩家付费,159,5281.0,2936
20241211-20241214-4,中R,道具获得2,1,购买,13,2802.0,185
20250514-20250517-4,小R,直购礼包礼包聚合2,小R,,6,813.5300000000002,16
20241211-20241214-4,大R,直购礼包礼包聚合2,大R,,10,15955.661199999984,111
20241211-20241214-4,非R,直购礼包礼包聚合2,非R,,4,6303.128999999998,59
20250428-20250501-4,非R,直购礼包礼包聚合2,非R,,2,325.59890000000007,10
20241231-20250103-4,超R,直购礼包礼包聚合1,神魔-绘马礼包1,,4,387.73260000000005,12
20250428-20250501-4,大R,直购礼包礼包聚合1,神魔-绘马礼包2,,2,360.0,3
20250514-20250517-4,中R,道具获得1,购买,,12,932.0,64
20250202-20250205-4,中R,道具获得1,玩家付费,,147,5725.0,3122
20250514-20250517-4,大R,道具获得2,4,玩家付费,34,1183.0,621
20250514-20250517-4,中R,道具获得2,3,引导奖励,68,3535.0,438
20250202-20250205-4,非R,道具获得2,3,引导奖励,550,20725.0,2471
20250202-20250205-4,小R,道具获得2,3,引导奖励,83,3640.0,430
20241211-20241214-4,非R,兑换情况,研习橙色道具,,37,860.0,37
20241211-20241214-4,未活跃,兑换情况,玉钢,,4,80000.0,8
20250202-20250205-4,大R,直购礼包礼包聚合2,大R,,2,1647.7078000000001,37
20241231-20250103-4,非R,直购礼包礼包聚合1,神魔-绘马礼包2,,4,990.2687999999999,8
20250214-20250217-4,小R,道具获得1,购买,,6,172.0,13
20250514-20250517-4,未活跃,道具获得1,引导奖励,,6,180.0,21
20241211-20241214-4,中R,兑换情况,银币,,29,5500000.0,35
20250428-20250501-4,微R,道具获得1,购买,,9,214.0,29
20250202-20250205-4,未活跃,道具获得1,引导奖励,,25,1060.0,127
20241211-20241214-4,中R,道具获得1,引导奖励,,80,5152.0,676
20241211-20241214-4,小R,道具获得1,玩家付费,,159,5281.0,2936
20241211-20241214-4,超R,道具获得1,购买,,6,3002.0,106
20241211-20241214-4,非R,兑换情况,君主体力 +120(被gameconstantset引用),,127,326.0,270
20241211-20241214-4,小R,兑换情况,国宝升星道具,,26,33.0,26
20250214-20250217-4,大R,直购礼包礼包聚合2,大R,,6,2286.867,48
20250214-20250217-4,中R,直购礼包礼包聚合1,神魔-绘马礼包2,,7,1240.3583999999998,10
20250202-20250205-4,小R,直购礼包礼包聚合1,神魔-绘马礼包1,,6,600.2619000000002,18
20241211-20241214-4,大R,直购礼包礼包聚合1,神魔-绘马礼包2,,4,3055.4927999999995,25
20241211-20241214-4,中R,直购礼包礼包聚合1,神魔-绘马礼包1,,10,4204.518300000002,129
20250214-20250217-4,大R,直购礼包礼包聚合1,神魔-绘马礼包2,,4,975.1343999999999,8
20250514-20250517-4,超R,直购礼包礼包聚合1,神魔-绘马礼包2,,2,615.1343999999999,5
20241231-20250103-4,大R,道具获得1,引导奖励,,24,1130.0,143
20241211-20241214-4,小R,道具获得2,3,引导奖励,70,3458.0,404
20241211-20241214-4,小R,兑换情况,金色装备8选1,,1,1.0,1
20250214-20250217-4,未活跃,直购礼包礼包聚合2,未活跃,,2,283.9559,3
20241211-20241214-4,微R,道具获得1,引导奖励,,114,4814.0,536
20250202-20250205-4,微R,道具获得2,4,玩家付费,272,7946.0,4678
20241211-20241214-4,非R,兑换情况,神魔SSR+碎片自选,,14,17.0,14
20250214-20250217-4,非R,直购礼包礼包聚合2,非R,,1,614.8036,1
20241231-20250103-4,中R,直购礼包礼包聚合1,神魔-绘马礼包3,,10,13570.875599999996,22
20250428-20250501-4,中R,道具获得1,引导奖励,,76,3900.0,495
20241211-20241214-4,大R,道具获得1,玩家付费,,34,1655.0,878
20241211-20241214-4,大R,道具获得1,引导奖励,,25,2476.0,340
20250514-20250517-4,中R,道具获得2,4,玩家付费,146,4884.0,2590
20241231-20250103-4,中R,道具获得2,1,购买,31,2850.0,182
20241211-20241214-4,超R,兑换情况,国宝升星道具,,5,20.0,6
20250214-20250217-4,超R,直购礼包礼包聚合1,神魔-绘马礼包1,,3,261.5989,8
20241211-20241214-4,小R,直购礼包礼包聚合1,神魔-绘马礼包2,,3,1450.0896,12
20250428-20250501-4,大R,道具获得1,玩家付费,,34,1335.0,684
20250202-20250205-4,中R,道具获得2,1,购买,21,2850.0,144
20241211-20241214-4,中R,兑换情况,玉钢,,8,180000.0,16
20250214-20250217-4,大R,道具获得1,玩家付费,,34,1372.0,746
20250202-20250205-4,微R,道具获得1,购买,,7,288.0,20
20250214-20250217-4,大R,道具获得2,1,购买,6,368.0,48
20250428-20250501-4,大R,道具获得2,4,玩家付费,34,1335.0,684
20241231-20250103-4,小R,道具获得2,3,引导奖励,82,3710.0,440
20241211-20241214-4,大R,兑换情况,金色装备8选1,,2,3.0,2
20241211-20241214-4,微R,兑换情况,神魔SSR+碎片自选,,3,3.0,3
20241211-20241214-4,非R,兑换情况,金色神威任选箱,,2,4.0,4
20241231-20250103-4,大R,直购礼包礼包聚合2,大R,,7,2224.7277999999997,57
20250514-20250517-4,超R,直购礼包礼包聚合2,超R,,3,876.7333,13
20241211-20241214-4,未活跃,直购礼包礼包聚合1,神魔-绘马礼包1,,1,32.0,1
20250214-20250217-4,未活跃,直购礼包礼包聚合1,神魔-绘马礼包1,,1,33.8663,1
20250214-20250217-4,微R,道具获得1,玩家付费,,266,6842.0,4001
20250214-20250217-4,微R,道具获得1,购买,,5,246.0,22
20250428-20250501-4,微R,道具获得1,玩家付费,,264,6414.0,3633
20250202-20250205-4,超R,道具获得1,引导奖励,,9,550.0,71
20250214-20250217-4,中R,道具获得2,1,购买,20,1292.0,100
20250514-20250517-4,小R,道具获得2,1,购买,6,126.0,16
20241211-20241214-4,微R,道具获得2,3,引导奖励,114,4814.0,536
20241211-20241214-4,非R,兑换情况,国宝升星道具,,102,140.0,108
20241211-20241214-4,大R,兑换情况,铭刻道具,,2,300.0,2
20241211-20241214-4,微R,兑换情况,银币,,48,6700000.0,50
20241211-20241214-4,小R,兑换情况,金色神威任选箱,,1,2.0,2
20250202-20250205-4,非R,道具获得1,购买,,7,484.0,23
20250514-20250517-4,超R,道具获得1,引导奖励,,8,390.0,51
20250214-20250217-4,小R,道具获得2,4,玩家付费,154,4673.0,2662
20241211-20241214-4,大R,兑换情况,初级升阶道具,,6,240.0,6
20241211-20241214-4,中R,直购礼包礼包聚合1,神魔-绘马礼包3,,4,11111.661199999999,18
20250202-20250205-4,超R,直购礼包礼包聚合1,神魔-绘马礼包2,,2,365.0448,3
20241211-20241214-4,未活跃,道具获得1,引导奖励,,37,1494.0,174
20241231-20250103-4,微R,直购礼包礼包聚合1,神魔-绘马礼包2,,5,1000.3584,8
20250428-20250501-4,超R,道具获得1,购买,,4,1878.0,42
20241211-20241214-4,非R,道具获得1,购买,,4,874.0,59
20250514-20250517-4,非R,道具获得2,3,引导奖励,435,17700.0,2121
20241231-20250103-4,大R,道具获得2,3,引导奖励,24,1130.0,143
20241211-20241214-4,超R,直购礼包礼包聚合1,神魔-绘马礼包1,,4,1806.6574999999993,55
20241231-20250103-4,中R,直购礼包礼包聚合1,神魔-绘马礼包1,,22,4868.2344,147
20250514-20250517-4,小R,直购礼包礼包聚合1,神魔-绘马礼包2,,3,375.13439999999997,3
20241231-20250103-4,微R,道具获得1,购买,,9,1024.0,34
20241211-20241214-4,微R,道具获得2,4,玩家付费,275,7998.0,4526
20241211-20241214-4,大R,道具获得2,3,引导奖励,25,2476.0,340
20241211-20241214-4,非R,兑换情况,神魔UR碎片自选,,3,3.0,3
20250202-20250205-4,微R,直购礼包礼包聚合2,微R,,7,2012.2260999999987,20
