act_tag,pay_tag,type,dis_type1,dis_type2,users,target_sum,target_count
20250420-20250422-3,超R,大奖掉落,不知火铠0星,,7,10.0,10
20250206-20250208-3,未活跃,大奖掉落,不知火铠0星,,1,1.0,1
20250108-20250110-3,微R,大奖掉落,修罗足甲0星,,1,1.0,1
20250518-20250520-3,小R,大奖掉落,红莲战靴0星,,2,3.0,3
20250518-20250520-3,微R,大奖掉落,不知火铠0星,,1,1.0,1
20250118-20250120-3,未活跃,大奖掉落,不知火铠0星,,1,1.0,1
20250307-20250309-3,微R,道具兑换魂玉,银币,,31,231900000.0,32
20250307-20250309-3,微R,道具兑换魂玉,家督印（战旗征集道具）,,3,32.0,3
20250307-20250309-3,小R,道具兑换魂玉,家督印（战旗征集道具）,,2,38.0,2
20250315-20250317-3,中R,道具兑换魂玉,金币,,98,650300.0,722
20250315-20250317-3,大R,道具兑换魂玉,2025春日商店兑换券,,22,32188.0,82
20250118-20250120-3,小R,道具兑换魂玉,2025元旦卡池冰晶精华,,23,30.0,25
20250118-20250120-3,非R,道具兑换魂玉,家督印（战旗征集道具）,,21,293.0,32
20250223-20250225-3,未活跃,道具兑换魂玉,月度活跃商店币,,27,115180.0,80
20250206-20250208-3,中R,道具兑换魂玉,银币,,27,187400000.0,34
20250206-20250208-3,微R,道具兑换魂玉,银币,,41,294500000.0,44
20250206-20250208-3,小R,道具兑换魂玉,铭刻道具,,20,48360.0,24
20250420-20250422-3,非R,道具兑换魂玉,铭刻道具,,56,102360.0,63
20250331-20250402-3,中R,道具兑换魂玉,银币,,10,75100000.0,10
20250331-20250402-3,小R,道具兑换魂玉,计策锦囊(被gameconstantset引用),,3,1800.0,3
20250331-20250402-3,大R,道具兑换魂玉,成就点（征途兑换币）,,9,13330.0,18
20250331-20250402-3,超R,道具兑换魂玉,计策锦囊(被gameconstantset引用),,3,6000.0,4
20250321-20250324-4,中R,道具兑换魂玉,高级招募令,,31,2256.0,33
20250321-20250324-4,小R,道具兑换魂玉,朱砂,,4,67000.0,6
20250502-20250504-3,小R,道具兑换魂玉,I阶符文随机包,,14,1660.0,21
20250510-20250512-3,未活跃,道具兑换魂玉,2025夏日商店兑换券,,8,1400.0,14
20250518-20250520-3,非R,道具兑换魂玉,赤玉,,38,482000.0,48
20250518-20250520-3,大R,道具兑换魂玉,赤玉,,3,14000.0,3
20241228-20241230-3,小R,道具兑换魂玉,金币,,70,304300.0,386
20250108-20250110-3,超R,道具兑换魂玉,铭刻道具,,2,3210.0,2
20241202-20241204-3,微R,道具兑换魂玉,铭刻道具,,66,151560.0,70
20241202-20241204-3,大R,道具兑换魂玉,铁锭（装备饰品和改造道具）,,2,30000.0,2
20241202-20241204-3,未活跃,道具兑换魂玉,阵符（旗阵升级道具）,,10,26000.0,10
20250510-20250512-3,超R,道具兑换魂玉,玉钢,,3,1830000.0,4
20250118-20250120-3,超R,道具兑换魂玉,家督印（战旗征集道具）,,1,50.0,1
20250420-20250422-3,超R,道具兑换魂玉,阵符（旗阵升级道具）,,1,21000.0,1
20250428-20250430-3,超R,直购礼包礼包聚合2,超R,,3,2808.2592,12
20250321-20250324-4,大R,直购礼包礼包聚合1,每日特惠活动档位2,,3,615.1344,5
20250321-20250324-4,超R,直购礼包礼包聚合1,每日特惠活动档位3,,4,12476.857599999996,20
20241217-20241219-3,超R,直购礼包礼包聚合1,每日特惠活动档位2,,2,960.0,8
20250223-20250225-3,超R,魂玉获得,购买,,4,86600.0,34
20250510-20250512-3,大R,魂玉获得,购买,,2,49200.0,9
20250409-20250411-3,超R,魂玉获得,购买,,5,87900.0,22
20250510-20250512-3,中R,大奖掉落,修罗战马0星,,8,9.0,9
20250321-20250324-4,超R,大奖掉落,鬼武胴0星,,6,10.0,10
20250510-20250512-3,小R,大奖掉落,修罗丸0星,,1,1.0,1
20250518-20250520-3,小R,大奖掉落,焔驹0星,,1,1.0,1
20250307-20250309-3,未活跃,道具兑换魂玉,成就点（征途兑换币）,,3,200.0,3
20250315-20250317-3,中R,道具兑换魂玉,高级招募令,,33,2426.0,39
20250118-20250120-3,大R,道具兑换魂玉,玉钢,,7,5820000.0,7
20250223-20250225-3,超R,道具兑换魂玉,月度活跃商店币,,17,177780.0,122
20250206-20250208-3,非R,道具兑换魂玉,家督印（战旗征集道具）,,16,259.0,22
20250206-20250208-3,非R,道具兑换魂玉,铁锭（装备饰品和改造道具）,,36,492500.0,50
20250321-20250324-4,大R,道具兑换魂玉,I阶符文随机包,,3,1120.0,4
20250331-20250402-3,小R,道具兑换魂玉,2025春日商店兑换券,,112,133256.0,411
20250331-20250402-3,非R,道具兑换魂玉,2025春日卡池精华,,25,39.0,26
20250331-20250402-3,超R,道具兑换魂玉,2025大名赠礼-稀有盆栽,,3,9.0,6
20250331-20250402-3,小R,道具兑换魂玉,高级招募令,,21,1472.0,23
20250331-20250402-3,大R,道具兑换魂玉,家督印（战旗征集道具）,,1,50.0,1
20250420-20250422-3,非R,道具兑换魂玉,成就点（征途兑换币）,,89,6490.0,98
20250510-20250512-3,中R,道具兑换魂玉,银币,,8,63000000.0,8
20250510-20250512-3,微R,道具兑换魂玉,赤玉,,17,172500.0,19
20250510-20250512-3,中R,道具兑换魂玉,家督印（战旗征集道具）,,5,131.0,8
20250502-20250504-3,超R,道具兑换魂玉,金币,,12,146000.0,148
20250518-20250520-3,超R,道具兑换魂玉,银币,,3,20600000.0,5
20250118-20250120-3,超R,道具兑换魂玉,I阶符文随机包,,4,850.0,4
20250118-20250120-3,中R,道具兑换魂玉,朱砂,,11,179000.0,17
20250315-20250317-3,大R,道具兑换魂玉,赤玉,,2,50000.0,2
20241228-20241230-3,未活跃,道具兑换魂玉,2025元旦商店兑换券,,35,14460.0,66
20241217-20241219-3,微R,道具兑换魂玉,成就点（征途兑换币）,,30,3130.0,44
20250409-20250411-3,大R,道具兑换魂玉,2025大名赠礼-稀有盆栽,,8,32.0,14
20250428-20250430-3,大R,道具兑换魂玉,阵符（旗阵升级道具）,,8,112000.0,11
20241202-20241204-3,超R,道具兑换魂玉,金币,,8,83000.0,69
20241202-20241204-3,微R,道具兑换魂玉,新货币-珍珠币,,1,1.0,1
20241202-20241204-3,小R,道具兑换魂玉,成就点（征途兑换币）,,8,2590.0,12
20250510-20250512-3,大R,道具兑换魂玉,铭刻道具,,2,6000.0,2
20250223-20250225-3,未活跃,道具兑换魂玉,计策锦囊(被gameconstantset引用),,1,400.0,1
20250420-20250422-3,大R,道具兑换魂玉,家督印（战旗征集道具）,,3,101.0,3
20241228-20241230-3,中R,直购礼包礼包聚合1,每日特惠活动档位3,,5,5234.8036,8
20250409-20250411-3,大R,直购礼包礼包聚合1,每日特惠活动档位2,,3,370.0896,3
20250118-20250120-3,中R,直购礼包礼包聚合1,每日特惠活动档位2,,3,490.0896,4
20250223-20250225-3,小R,直购礼包礼包聚合1,每日特惠活动档位1,,1,33.8663,1
20250409-20250411-3,超R,直购礼包礼包聚合1,每日特惠活动档位1,,1,320.0,10
20250409-20250411-3,中R,直购礼包礼包聚合1,每日特惠活动档位2,,3,600.0,5
20250118-20250120-3,小R,直购礼包礼包聚合1,每日特惠活动档位1,,1,32.0,1
20250428-20250430-3,超R,直购礼包礼包聚合1,每日特惠活动档位3,,2,2459.2144,4
20250307-20250309-3,小R,大奖掉落,修罗战马0星,,5,5.0,5
20250321-20250324-4,大R,大奖掉落,修罗丸0星,,4,5.0,5
20250321-20250324-4,小R,大奖掉落,修罗足甲0星,,1,1.0,1
20250307-20250309-3,未活跃,道具兑换魂玉,2025春日商店兑换券,,6,1180.0,15
20250118-20250120-3,微R,道具兑换魂玉,新货币-珍珠币,,4,14.0,5
20250118-20250120-3,未活跃,道具兑换魂玉,I阶符文随机包,,7,1530.0,7
20250223-20250225-3,超R,道具兑换魂玉,金币,,10,116800.0,114
20250206-20250208-3,中R,道具兑换魂玉,玉钢,,50,47110000.0,54
20250206-20250208-3,未活跃,道具兑换魂玉,阵符（旗阵升级道具）,,3,7500.0,4
20250206-20250208-3,未活跃,道具兑换魂玉,计策锦囊(被gameconstantset引用),,5,7000.0,5
20250321-20250324-4,中R,道具兑换魂玉,计策锦囊(被gameconstantset引用),,9,9820.0,11
20250420-20250422-3,非R,道具兑换魂玉,铁锭（装备饰品和改造道具）,,27,400000.0,38
20250510-20250512-3,微R,道具兑换魂玉,高级招募令,,13,346.0,15
20250510-20250512-3,非R,道具兑换魂玉,高级招募令,,49,2620.0,63
20241228-20241230-3,非R,道具兑换魂玉,计策锦囊(被gameconstantset引用),,85,101080.0,110
20241228-20241230-3,大R,道具兑换魂玉,成就点（征途兑换币）,,3,4030.0,5
20241217-20241219-3,超R,道具兑换魂玉,高级招募令,,8,692.0,8
20241217-20241219-3,非R,道具兑换魂玉,家督印（战旗征集道具）,,25,384.0,29
20250409-20250411-3,中R,道具兑换魂玉,阵符（旗阵升级道具）,,7,63000.0,14
20250428-20250430-3,非R,道具兑换魂玉,计策锦囊(被gameconstantset引用),,50,49160.0,53
20250428-20250430-3,非R,道具兑换魂玉,阵符（旗阵升级道具）,,43,376000.0,51
20250428-20250430-3,小R,道具兑换魂玉,赤玉,,11,115500.0,11
20250409-20250411-3,大R,道具兑换魂玉,赤玉,,5,51500.0,9
20250223-20250225-3,超R,道具兑换魂玉,计策锦囊(被gameconstantset引用),,2,1200.0,2
20241202-20241204-3,未活跃,道具兑换魂玉,月度活跃商店币,,80,336830.0,221
20250510-20250512-3,小R,道具兑换魂玉,赤玉,,2,14000.0,2
20250420-20250422-3,微R,道具兑换魂玉,家督印（战旗征集道具）,,4,15.0,4
20250206-20250208-3,小R,道具兑换魂玉,新货币-珍珠币,,1,16.0,1
20250420-20250422-3,大R,直购礼包礼包聚合1,每日特惠活动档位2,,2,605.0448,5
20250206-20250208-3,中R,直购礼包礼包聚合1,每日特惠活动档位1,,3,384.0,12
20250510-20250512-3,中R,直购礼包礼包聚合2,中R,,2,5826.018,91
20250420-20250422-3,超R,魂玉获得,引导奖励,,9,57400.0,35
20241228-20241230-3,超R,魂玉获得,购买,,4,47700.0,28
20250510-20250512-3,超R,魂玉获得,购买,,3,41500.0,10
20250206-20250208-3,超R,大奖掉落,焔驹0星,,3,8.0,8
20250223-20250225-3,微R,大奖掉落,炎龙玉0星,,1,1.0,1
20250510-20250512-3,超R,大奖掉落,修罗战马0星,,2,2.0,2
20250118-20250120-3,小R,大奖掉落,不知火铠0星,,1,1.0,1
20250118-20250120-3,微R,大奖掉落,炎龙玉0星,,3,3.0,3
20250118-20250120-3,微R,大奖掉落,不知火铠0星,,1,1.0,1
20250206-20250208-3,非R,大奖掉落,不知火铠0星,,6,6.0,6
20250108-20250110-3,未活跃,道具兑换魂玉,玉钢,,22,18220000.0,26
20241217-20241219-3,大R,道具兑换魂玉,玉钢,,10,9020000.0,11
20241217-20241219-3,小R,道具兑换魂玉,银币,,36,254200000.0,38
20241217-20241219-3,中R,道具兑换魂玉,阵符（旗阵升级道具）,,21,186500.0,30
20241228-20241230-3,大R,道具兑换魂玉,玉钢,,10,9200000.0,11
20250321-20250324-4,未活跃,道具兑换魂玉,高级招募令,,2,200.0,2
20250321-20250324-4,超R,道具兑换魂玉,I阶符文随机包,,3,1080.0,3
20250502-20250504-3,超R,道具兑换魂玉,铁锭（装备饰品和改造道具）,,1,11000.0,2
20250206-20250208-3,小R,道具兑换魂玉,朱砂,,7,103000.0,10
20250206-20250208-3,中R,道具兑换魂玉,家督印（战旗征集道具）,,10,188.0,11
20250118-20250120-3,微R,道具兑换魂玉,金币,,115,443100.0,546
20241202-20241204-3,中R,道具兑换魂玉,金币,,91,632100.0,670
20241202-20241204-3,未活跃,道具兑换魂玉,铁锭（装备饰品和改造道具）,,10,82000.0,12
20241202-20241204-3,大R,道具兑换魂玉,朱砂,,3,62000.0,3
20250420-20250422-3,大R,道具兑换魂玉,阵符（旗阵升级道具）,,8,100500.0,11
20250420-20250422-3,微R,道具兑换魂玉,玉钢,,104,97460000.0,112
20250420-20250422-3,中R,道具兑换魂玉,成就点（征途兑换币）,,4,460.0,6
20250223-20250225-3,非R,道具兑换魂玉,朱砂,,28,680000.0,37
20250223-20250225-3,微R,道具兑换魂玉,朱砂,,13,92000.0,24
20250223-20250225-3,超R,道具兑换魂玉,银币,,1,10000000.0,1
20250307-20250309-3,非R,道具兑换魂玉,赤玉,,59,860000.0,70
20250307-20250309-3,大R,道具兑换魂玉,阵符（旗阵升级道具）,,7,118000.0,8
20250307-20250309-3,小R,道具兑换魂玉,朱砂,,8,116000.0,14
20250307-20250309-3,中R,道具兑换魂玉,家督印（战旗征集道具）,,7,165.0,9
20250315-20250317-3,小R,道具兑换魂玉,2025春日商店兑换券,,73,37670.0,172
20250510-20250512-3,非R,道具兑换魂玉,2025夏日卡池烟火,,51,58.0,55
20250510-20250512-3,未活跃,道具兑换魂玉,计策锦囊(被gameconstantset引用),,1,2000.0,1
20250518-20250520-3,微R,道具兑换魂玉,银币,,24,188900000.0,27
20250518-20250520-3,超R,道具兑换魂玉,阵符（旗阵升级道具）,,2,46000.0,4
20250315-20250317-3,超R,道具兑换魂玉,赤玉,,1,25000.0,3
20250206-20250208-3,未活跃,道具兑换魂玉,铁锭（装备饰品和改造道具）,,2,30000.0,2
20241217-20241219-3,大R,直购礼包礼包聚合1,每日特惠活动档位1,,4,295.46520000000004,9
20250108-20250110-3,微R,魂玉获得,引导奖励,,140,185548.0,483
20241217-20241219-3,小R,魂玉获得,购买,,3,6000.0,5
20250409-20250411-3,大R,魂玉获得,引导奖励,,16,71700.0,98
20250518-20250520-3,中R,魂玉获得,购买,,1,2800.0,2
20250206-20250208-3,中R,大奖掉落,红莲战靴0星,,8,9.0,9
20241202-20241204-3,超R,大奖掉落,不知火铠0星,,3,6.0,6
20250307-20250309-3,中R,道具兑换魂玉,2025春日商店兑换券,,48,33270.0,147
20250307-20250309-3,小R,道具兑换魂玉,新货币-珍珠币,,1,8.0,1
20250315-20250317-3,小R,道具兑换魂玉,铁锭（装备饰品和改造道具）,,4,28000.0,4
20250206-20250208-3,未活跃,道具兑换魂玉,朱砂,,1,20000.0,1
20250331-20250402-3,大R,道具兑换魂玉,铁锭（装备饰品和改造道具）,,2,50000.0,3
20250321-20250324-4,微R,道具兑换魂玉,I阶符文随机包,,22,4250.0,23
20250321-20250324-4,微R,道具兑换魂玉,赤玉,,14,128500.0,16
20250321-20250324-4,超R,道具兑换魂玉,银币,,1,10000000.0,1
20250510-20250512-3,非R,道具兑换魂玉,I阶符文随机包,,81,15490.0,102
20250518-20250520-3,非R,道具兑换魂玉,I阶符文随机包,,71,16070.0,85
20250518-20250520-3,大R,道具兑换魂玉,朱砂,,5,151000.0,7
20250518-20250520-3,微R,道具兑换魂玉,赤玉,,11,106000.0,15
20250118-20250120-3,超R,道具兑换魂玉,计策锦囊(被gameconstantset引用),,2,2080.0,2
20241228-20241230-3,非R,道具兑换魂玉,高级招募令,,85,5171.0,106
20250315-20250317-3,超R,道具兑换魂玉,家督印（战旗征集道具）,,2,60.0,3
20250108-20250110-3,超R,道具兑换魂玉,2025元旦卡池冰晶精华,,4,24.0,6
20250108-20250110-3,未活跃,道具兑换魂玉,阵符（旗阵升级道具）,,5,25000.0,5
20241217-20241219-3,小R,道具兑换魂玉,阵符（旗阵升级道具）,,11,77500.0,14
20250409-20250411-3,中R,道具兑换魂玉,金币,,72,491600.0,533
20250409-20250411-3,中R,道具兑换魂玉,高级招募令,,38,3435.0,42
20250409-20250411-3,小R,道具兑换魂玉,银币,,19,141900000.0,21
20250409-20250411-3,超R,道具兑换魂玉,铭刻道具,,1,1230.0,2
20250428-20250430-3,小R,道具兑换魂玉,朱砂,,10,227000.0,10
20250223-20250225-3,小R,道具兑换魂玉,家督印（战旗征集道具）,,5,89.0,5
20241217-20241219-3,中R,直购礼包礼包聚合2,中R,,11,5817.2626999999975,36
20241217-20241219-3,大R,直购礼包礼包聚合1,每日特惠活动档位2,,4,865.2239999999999,7
20250420-20250422-3,非R,魂玉获得,引导奖励,,290,365133.0,846
20250502-20250504-3,超R,魂玉获得,购买,,2,4200.0,3
20250518-20250520-3,小R,魂玉获得,购买,,2,3200.0,3
20250307-20250309-3,小R,大奖掉落,修罗丸0星,,3,3.0,3
20241228-20241230-3,中R,大奖掉落,炎龙玉0星,,9,10.0,10
20250331-20250402-3,非R,大奖掉落,大雷勾玉0星,,11,11.0,11
20250510-20250512-3,小R,大奖掉落,鬼武胴0星,,4,4.0,4
20250331-20250402-3,大R,大奖掉落,野雷长靴0星,,3,3.0,3
20250108-20250110-3,大R,道具兑换魂玉,2025元旦卡池冰晶精华,,3,3.0,3
20250108-20250110-3,微R,道具兑换魂玉,计策锦囊(被gameconstantset引用),,19,16080.0,22
20250108-20250110-3,小R,道具兑换魂玉,计策锦囊(被gameconstantset引用),,14,16960.0,19
20241228-20241230-3,中R,道具兑换魂玉,2025元旦商店兑换券,,70,61340.0,154
20250321-20250324-4,微R,道具兑换魂玉,铁锭（装备饰品和改造道具）,,6,76000.0,6
20250321-20250324-4,未活跃,道具兑换魂玉,金币,,14,43800.0,55
20250223-20250225-3,小R,大奖掉落,红莲战靴0星,,1,1.0,1
20250502-20250504-3,中R,道具兑换魂玉,赤玉,,6,101000.0,8
20250206-20250208-3,大R,道具兑换魂玉,金币,,25,217800.0,217
20250206-20250208-3,未活跃,道具兑换魂玉,玉钢,,13,11950000.0,14
20250118-20250120-3,未活跃,道具兑换魂玉,银币,,16,135100000.0,25
20250118-20250120-3,非R,道具兑换魂玉,I阶符文随机包,,87,15890.0,105
20250118-20250120-3,非R,道具兑换魂玉,计策锦囊(被gameconstantset引用),,68,64780.0,84
20241202-20241204-3,未活跃,道具兑换魂玉,铭刻道具,,25,57030.0,30
20241202-20241204-3,中R,道具兑换魂玉,兑换券（游园会商店兑换道具）,,44,215800.0,147
20250223-20250225-3,非R,道具兑换魂玉,阵符（旗阵升级道具）,,33,297500.0,40
20250307-20250309-3,非R,道具兑换魂玉,2025春日商店兑换券,,312,62258.0,567
20250510-20250512-3,中R,道具兑换魂玉,月度活跃商店币,,120,1280400.0,464
20250510-20250512-3,微R,道具兑换魂玉,2025夏日商店兑换券,,94,34180.0,208
20250315-20250317-3,大R,道具兑换魂玉,新货币-珍珠币,,1,104.0,4
20250518-20250520-3,非R,道具兑换魂玉,银币,,84,733400000.0,93
20250518-20250520-3,微R,道具兑换魂玉,新货币-珍珠币,,1,1.0,1
20250315-20250317-3,超R,道具兑换魂玉,朱砂,,2,100000.0,3
20250108-20250110-3,小R,直购礼包礼包聚合1,每日特惠活动档位2,,3,490.0896,4
20250502-20250504-3,中R,直购礼包礼包聚合1,每日特惠活动档位2,,1,125.0448,1
20250502-20250504-3,中R,直购礼包礼包聚合2,中R,,1,125.0448,1
20250118-20250120-3,小R,直购礼包礼包聚合2,小R,,1,32.0,1
20250223-20250225-3,小R,直购礼包礼包聚合2,小R,,1,158.9111,2
20241202-20241204-3,大R,直购礼包礼包聚合1,每日特惠活动档位2,,4,620.1792,5
20250518-20250520-3,中R,直购礼包礼包聚合1,每日特惠活动档位2,,1,250.0896,2
20250118-20250120-3,大R,魂玉获得,购买,,10,157600.0,131
20250409-20250411-3,大R,魂玉获得,购买,,8,114000.0,29
20250315-20250317-3,未活跃,魂玉获得,引导奖励,,3,7815.0,11
20241202-20241204-3,大R,大奖掉落,炎龙玉0星,,7,11.0,11
20250108-20250110-3,中R,大奖掉落,鬼武胴0星,,8,11.0,11
20241202-20241204-3,微R,大奖掉落,红莲战靴0星,,1,1.0,1
20250510-20250512-3,非R,大奖掉落,修罗足甲0星,,6,6.0,6
20250510-20250512-3,中R,大奖掉落,修罗丸0星,,8,10.0,10
20250321-20250324-4,小R,大奖掉落,修罗战马0星,,4,4.0,4
20250321-20250324-4,大R,大奖掉落,鬼武胴0星,,4,5.0,5
20250321-20250324-4,微R,大奖掉落,修罗战马0星,,1,1.0,1
20241217-20241219-3,中R,道具兑换魂玉,月度活跃商店币,,127,1049410.0,485
20250409-20250411-3,非R,道具兑换魂玉,铁锭（装备饰品和改造道具）,,34,473000.0,56
20241228-20241230-3,小R,道具兑换魂玉,铁锭（装备饰品和改造道具）,,10,74000.0,15
20241228-20241230-3,小R,道具兑换魂玉,家督印（战旗征集道具）,,4,96.0,12
20250223-20250225-3,微R,大奖掉落,红莲战靴0星,,1,1.0,1
20250321-20250324-4,微R,道具兑换魂玉,铭刻道具,,22,50250.0,23
20250321-20250324-4,中R,道具兑换魂玉,银币,,11,96000000.0,13
20250315-20250317-3,超R,大奖掉落,炎龙玉0星,,3,5.0,5
20250502-20250504-3,超R,道具兑换魂玉,成就点（征途兑换币）,,1,340.0,1
20250206-20250208-3,微R,道具兑换魂玉,I阶符文随机包,,30,3780.0,34
20250331-20250402-3,大R,道具兑换魂玉,2025春日商店兑换券,,23,40334.0,98
20250108-20250110-3,大R,道具兑换魂玉,计策锦囊(被gameconstantset引用),,3,1400.0,4
20250420-20250422-3,大R,道具兑换魂玉,金币,,28,319600.0,313
20250420-20250422-3,非R,道具兑换魂玉,朱砂,,34,709000.0,50
20250420-20250422-3,中R,道具兑换魂玉,阵符（旗阵升级道具）,,7,92000.0,8
20250223-20250225-3,小R,道具兑换魂玉,玉钢,,51,48620000.0,52
20250223-20250225-3,大R,道具兑换魂玉,I阶符文随机包,,1,150.0,1
20250108-20250110-3,大R,道具兑换魂玉,家督印（战旗征集道具）,,2,40.0,2
20250307-20250309-3,非R,道具兑换魂玉,I阶符文随机包,,81,16550.0,95
20250307-20250309-3,未活跃,道具兑换魂玉,玉钢,,3,1800000.0,5
20250307-20250309-3,中R,道具兑换魂玉,成就点（征途兑换币）,,18,17680.0,26
20250315-20250317-3,大R,道具兑换魂玉,成就点（征途兑换币）,,7,17050.0,12
20250206-20250208-3,大R,道具兑换魂玉,朱砂,,2,56000.0,2
20250206-20250208-3,超R,道具兑换魂玉,玉钢,,3,3000000.0,4
20250206-20250208-3,未活跃,道具兑换魂玉,家督印（战旗征集道具）,,2,21.0,2
20250510-20250512-3,非R,道具兑换魂玉,2025夏日商店兑换券,,380,99747.0,659
20250510-20250512-3,大R,道具兑换魂玉,朱砂,,4,74000.0,5
20241228-20241230-3,小R,直购礼包礼包聚合1,每日特惠活动档位3,,1,614.8036,1
20250428-20250430-3,中R,直购礼包礼包聚合2,中R,,2,1844.4107999999999,3
20250206-20250208-3,超R,直购礼包礼包聚合2,超R,,5,10397.323299999996,47
20250108-20250110-3,未活跃,魂玉获得,引导奖励,,28,38811.0,134
20250331-20250402-3,非R,魂玉获得,引导奖励,,307,362497.0,792
20250206-20250208-3,小R,大奖掉落,炎龙玉0星,,1,2.0,2
20250206-20250208-3,大R,大奖掉落,炎龙玉0星,,4,6.0,6
20250307-20250309-3,微R,大奖掉落,修罗丸0星,,3,3.0,3
20241202-20241204-3,中R,大奖掉落,不知火铠0星,,9,11.0,11
20250223-20250225-3,非R,大奖掉落,炎龙玉0星,,9,10.0,10
20250420-20250422-3,大R,大奖掉落,不知火铠0星,,3,3.0,3
20250118-20250120-3,非R,大奖掉落,不知火铠0星,,12,12.0,12
20250315-20250317-3,超R,大奖掉落,不知火铠0星,,3,6.0,6
20250223-20250225-3,超R,大奖掉落,焔驹0星,,2,2.0,2
20250331-20250402-3,微R,大奖掉落,大雷勾玉0星,,2,2.0,2
20250108-20250110-3,中R,道具兑换魂玉,新货币-珍珠币,,2,5.0,2
20250409-20250411-3,中R,道具兑换魂玉,铭刻道具,,14,30990.0,21
20241228-20241230-3,未活跃,道具兑换魂玉,月度活跃商店币,,57,230140.0,174
20250321-20250324-4,大R,道具兑换魂玉,银币,,3,29000000.0,4
20250502-20250504-3,小R,道具兑换魂玉,铁锭（装备饰品和改造道具）,,7,98000.0,7
20250428-20250430-3,小R,道具兑换魂玉,铭刻道具,,11,24750.0,12
