act_tag,pay_tag,type,dis_type1,dis_type2,users,target_sum,target_count
20250327-20250330-4,超R,兑换奖励内容,雷精,,4,14.0,6
20250104-20250107-4,中R,兑换奖励内容,S15泷川一益UR战旗碎片,,2,3.0,2
20241001-20241004-4,未活跃,兑换奖励内容,S23岛津岁久SSR+(碎片),,1,1.0,1
20241020-20241023-4,非R,兑换奖励内容,暗·茶茶UR(碎片),,2,4.0,2
20241020-20241023-4,非R,兑换奖励内容,S16安芸国虎SSR+(碎片),,1,1.0,1
20250327-20250330-4,未活跃,兑换奖励内容,S6阿江SSR+(碎片),,1,1.0,1
20250303-20250306-4,超R,档位奖励领取,2,,16,,16
20250219-20250222-4,大R,直购礼包礼包聚合1,每日特惠活动档位1,,2,64.0,2
20241207-20241210-4,大R,直购礼包礼包聚合2,大R,,4,2764.0110999999997,14
20241001-20241004-4,非R,直购礼包礼包聚合1,每日特惠活动档位3,,1,614.8036,1
20250303-20250306-4,大R,抽奖渠道,玩家付费,,42,2740.0,557
20241001-20241004-4,非R,抽奖渠道,购买,,2,162.0,3
20241020-20241023-4,非R,兑换奖励内容,S12本愿寺显如SSR+(碎片),,58,70.0,62
20241020-20241023-4,中R,兑换奖励内容,试金石,,6,13.0,9
20250104-20250107-4,微R,兑换奖励内容,雷精,,30,39.0,34
20250104-20250107-4,大R,兑换奖励内容,雷精,,13,40.0,23
20250327-20250330-4,大R,兑换奖励内容,S15大谷吉继UR战旗碎片,,1,2.0,1
20250327-20250330-4,小R,兑换奖励内容,S15泷川一益UR战旗碎片,,2,4.0,2
20241001-20241004-4,中R,兑换奖励内容,暗·茶茶UR(碎片),,4,16.0,7
20241001-20241004-4,未活跃,兑换奖励内容,暗·茶茶UR(碎片),,1,2.0,1
20250104-20250107-4,非R,兑换奖励内容,S16立花道雪UR战旗碎片,,6,6.0,6
20250104-20250107-4,非R,兑换奖励内容,S4服部半藏UR(碎片),,3,6.0,3
20250104-20250107-4,非R,兑换奖励内容,S18大内义隆UR战旗碎片,,1,1.0,1
20241001-20241004-4,大R,兑换奖励内容,阵灵（旗阵突破道具）,,1,1.0,1
20241020-20241023-4,大R,兑换奖励内容,新橙色国宝随机包,,1,1.0,1
20241207-20241210-4,超R,兑换奖励内容,刚·毛利元就UR(召唤卡),,1,10.0,1
20241207-20241210-4,中R,兑换奖励内容,刚·毛利元就UR(碎片),,2,12.0,2
20250327-20250330-4,未活跃,档位奖励领取,2,,34,,34
20250327-20250330-4,小R,档位奖励领取,1,,118,,118
20250202-20250205-4,微R,档位奖励领取,2,,236,,236
20250219-20250222-4,大R,档位奖励领取,2,,42,,42
20241001-20241004-4,未活跃,档位奖励领取,3,,56,,56
20241020-20241023-4,超R,抽奖渠道,购买,,1,26.0,1
20250327-20250330-4,非R,兑换奖励内容,S4猿飞佐助SSR+(碎片),,5,5.0,5
20250327-20250330-4,小R,兑换奖励内容,S7北条氏政SSR+(碎片),,2,2.0,2
20250327-20250330-4,非R,兑换奖励内容,S17结城秀康UR战旗碎片,,1,1.0,1
20250327-20250330-4,非R,兑换奖励内容,S15大谷吉继UR战旗碎片,,4,9.0,4
20250104-20250107-4,中R,兑换奖励内容,S18山中鹿介SSR+战旗碎片,,5,10.0,5
20241020-20241023-4,未活跃,兑换奖励内容,SSR+将魂,,1,1.0,1
20250202-20250205-4,小R,档位奖励领取,2,,117,,117
20250327-20250330-4,中R,抽奖渠道,玩家付费,,158,5498.0,1661
20250327-20250330-4,非R,兑换奖励内容,S6德川秀忠UR(碎片),,3,6.0,3
20250327-20250330-4,非R,兑换奖励内容,S15神原康政SSR+战旗碎片,,5,8.0,5
20250104-20250107-4,中R,兑换奖励内容,S3柴田胜家SSR+(碎片),,1,1.0,1
20250104-20250107-4,中R,兑换奖励内容,S15神原康政SSR+战旗碎片,,1,1.0,1
20250327-20250330-4,中R,档位奖励领取,3,,156,,156
20250104-20250107-4,微R,档位奖励领取,2,,234,,234
20241001-20241004-4,中R,档位奖励领取,4,,156,,5903
20241207-20241210-4,大R,直购礼包礼包聚合1,每日特惠活动档位1,,2,169.3315,5
20250104-20250107-4,大R,直购礼包礼包聚合1,每日特惠活动档位3,,1,660.0,1
20241001-20241004-4,大R,直购礼包礼包聚合1,每日特惠活动档位2,,1,125.0448,1
20241020-20241023-4,微R,兑换奖励内容,金色装备随机箱（全）,,4,4.0,4
20250104-20250107-4,小R,兑换奖励内容,雷精,,14,16.0,16
20250104-20250107-4,中R,兑换奖励内容,S7北条氏政SSR+(碎片),,1,1.0,1
20250327-20250330-4,超R,兑换奖励内容,S16安芸国虎SSR+战旗碎片,,1,2.0,2
20241020-20241023-4,微R,兑换奖励内容,国宝升星道具,,1,1.0,1
20241001-20241004-4,非R,兑换奖励内容,光·立花訚千代UR(碎片),,1,2.0,1
20241020-20241023-4,大R,兑换奖励内容,UR将魂,,3,4.0,3
20241020-20241023-4,非R,兑换奖励内容,新橙色国宝随机包,,4,4.0,4
20241207-20241210-4,小R,兑换奖励内容,真田幸村SSR+(碎片),,1,1.0,1
20241020-20241023-4,小R,档位奖励领取,4,,119,,2620
20241207-20241210-4,大R,档位奖励领取,1,,42,,42
20250104-20250107-4,小R,档位奖励领取,2,,116,,116
20241207-20241210-4,微R,档位奖励领取,2,,225,,225
20241020-20241023-4,超R,档位奖励领取,1,,16,,16
20241001-20241004-4,中R,兑换奖励内容,国宝升星道具,,4,5.0,4
20241001-20241004-4,超R,兑换奖励内容,试金石,,3,9.0,4
20241020-20241023-4,未活跃,兑换奖励内容,光·井伊直虎UR(碎片),,2,4.0,2
20241001-20241004-4,超R,档位奖励领取,2,,16,,16
20250303-20250306-4,中R,直购礼包礼包聚合2,中R,,1,125.0448,1
20250303-20250306-4,中R,直购礼包礼包聚合1,每日特惠活动档位2,,1,125.0448,1
20250219-20250222-4,中R,抽奖渠道,购买,,1,52.0,2
20250104-20250107-4,大R,兑换奖励内容,S16立花道雪UR战旗碎片,,1,1.0,1
20250104-20250107-4,中R,兑换奖励内容,S15大谷吉继UR战旗碎片,,3,4.0,3
20250104-20250107-4,微R,兑换奖励内容,S14三条夫人-UR战旗碎片,,1,1.0,1
20241001-20241004-4,超R,兑换奖励内容,雷精,,1,3.0,1
20241020-20241023-4,小R,兑换奖励内容,S12本愿寺显如SSR+(碎片),,3,3.0,3
20241207-20241210-4,微R,兑换奖励内容,真田幸村SSR+(碎片),,4,5.0,5
20250202-20250205-4,超R,档位奖励领取,4,,15,,706
20250219-20250222-4,超R,档位奖励领取,4,,16,,766
20241001-20241004-4,大R,档位奖励领取,4,,40,,1968
20250327-20250330-4,大R,档位奖励领取,1,,42,,42
20250219-20250222-4,非R,档位奖励领取,2,,1670,,1670
20250202-20250205-4,大R,直购礼包礼包聚合1,每日特惠活动档位1,,2,99.7326,3
20250104-20250107-4,大R,抽奖渠道,购买,,2,156.0,2
20241020-20241023-4,小R,抽奖渠道,玩家付费,,121,3746.0,1111
20250327-20250330-4,大R,抽奖渠道,玩家付费,,42,2331.0,611
20241207-20241210-4,非R,兑换奖励内容,上杉谦信SSR+(碎片),,18,19.0,18
20241020-20241023-4,微R,兑换奖励内容,所有非赛SSR+碎片任选,,3,3.0,3
20241020-20241023-4,非R,兑换奖励内容,S23岛津岁久SSR+(碎片),,2,2.0,2
20250104-20250107-4,微R,兑换奖励内容,S15泷川一益UR战旗碎片,,1,3.0,1
20250104-20250107-4,微R,兑换奖励内容,S5阿茶局UR(碎片),,1,2.0,1
20241020-20241023-4,超R,兑换奖励内容,圣诞金币随机包·大,,1,2.0,1
20241207-20241210-4,大R,兑换奖励内容,真田幸村SSR+(碎片),,1,3.0,1
20241001-20241004-4,大R,档位奖励领取,2,,42,,42
20241001-20241004-4,未活跃,档位奖励领取,1,,134,,134
20250327-20250330-4,非R,档位奖励领取,3,,1652,,1652
20250327-20250330-4,超R,档位奖励领取,4,,16,,811
20250303-20250306-4,中R,档位奖励领取,2,,159,,159
20250303-20250306-4,超R,档位奖励领取,1,,16,,16
20250104-20250107-4,非R,档位奖励领取,1,,1792,,1792
20250104-20250107-4,中R,档位奖励领取,2,,155,,155
20241020-20241023-4,非R,兑换奖励内容,所有非赛SSR+碎片任选,,36,39.0,36
20241020-20241023-4,非R,兑换奖励内容,SSR+将魂,,38,46.0,40
20241001-20241004-4,非R,兑换奖励内容,金色装备随机箱（全）,,27,30.0,27
20241001-20241004-4,超R,兑换奖励内容,金色阵石,,1,2.0,2
20250303-20250306-4,微R,档位奖励领取,2,,232,,232
20250202-20250205-4,微R,档位奖励领取,4,,224,,4312
20241020-20241023-4,超R,兑换奖励内容,金色装备随机箱（全）,,4,8.0,8
20250104-20250107-4,中R,兑换奖励内容,雷精,,45,75.0,51
20250104-20250107-4,大R,兑换奖励内容,S6德川秀忠UR(碎片),,1,2.0,1
20250327-20250330-4,非R,兑换奖励内容,S18吉川元春UR战旗碎片,,1,2.0,1
20250327-20250330-4,小R,兑换奖励内容,S7山本勘助SSR+(碎片),,2,2.0,2
20250104-20250107-4,非R,兑换奖励内容,S17结城秀康UR战旗碎片,,1,1.0,1
20241001-20241004-4,小R,兑换奖励内容,S18山中幸盛SSR+(碎片),,6,9.0,6
20241001-20241004-4,未活跃,兑换奖励内容,金色阵石,,1,1.0,1
20241020-20241023-4,中R,兑换奖励内容,金色阵石,,5,5.0,5
20250303-20250306-4,非R,档位奖励领取,4,,1364,,16296
20241207-20241210-4,超R,档位奖励领取,4,,14,,672
20250327-20250330-4,大R,档位奖励领取,2,,42,,42
20241207-20241210-4,中R,兑换奖励内容,雷精,,47,80.0,54
20241020-20241023-4,微R,兑换奖励内容,雷精,,7,22.0,12
20241001-20241004-4,大R,兑换奖励内容,试金石,,8,21.0,14
20241001-20241004-4,微R,兑换奖励内容,新橙色国宝随机包,,4,4.0,4
20241207-20241210-4,中R,兑换奖励内容,丰臣秀吉SSR+(碎片),,1,1.0,1
20250303-20250306-4,未活跃,档位奖励领取,1,,17,,17
20250202-20250205-4,大R,档位奖励领取,4,,41,,1649
20250202-20250205-4,非R,档位奖励领取,4,,1425,,19109
20241207-20241210-4,超R,档位奖励领取,1,,16,,16
20241207-20241210-4,中R,直购礼包礼包聚合1,每日特惠活动档位1,,1,67.7326,2
20250104-20250107-4,小R,兑换奖励内容,S15泷川一益UR战旗碎片,,2,2.0,2
20241001-20241004-4,非R,兑换奖励内容,雷精,,25,28.0,25
20241001-20241004-4,微R,兑换奖励内容,金色装备随机箱（全）,,5,5.0,5
20250327-20250330-4,非R,兑换奖励内容,S16立花道雪UR战旗碎片,,5,5.0,5
20250327-20250330-4,大R,兑换奖励内容,S16立花道雪UR战旗碎片,,1,1.0,1
20250327-20250330-4,非R,兑换奖励内容,S14爱姬-UR战旗碎片,,7,7.0,7
20250327-20250330-4,大R,兑换奖励内容,S4服部半藏UR(碎片),,1,2.0,1
20241001-20241004-4,小R,兑换奖励内容,S16安芸国虎SSR+(碎片),,1,1.0,1
20241001-20241004-4,小R,兑换奖励内容,阵灵（旗阵突破道具）,,1,1.0,1
20250327-20250330-4,微R,兑换奖励内容,S4加藤段藏SSR+(碎片),,1,1.0,1
20250327-20250330-4,非R,档位奖励领取,2,,1722,,1722
20250202-20250205-4,超R,档位奖励领取,1,,16,,16
20250104-20250107-4,未活跃,直购礼包礼包聚合1,每日特惠活动档位1,,1,32.0,1
20241020-20241023-4,中R,抽奖渠道,购买,,2,44.0,4
20250219-20250222-4,小R,档位奖励领取,1,,120,,120
20250104-20250107-4,非R,档位奖励领取,4,,1465,,17038
20250104-20250107-4,小R,档位奖励领取,1,,120,,120
20241020-20241023-4,小R,兑换奖励内容,试金石,,3,3.0,3
20250104-20250107-4,非R,兑换奖励内容,S18山中鹿介SSR+战旗碎片,,12,16.0,12
20250104-20250107-4,超R,兑换奖励内容,S16龙造寺UR战旗碎片,,1,3.0,1
20241207-20241210-4,大R,兑换奖励内容,织田信长SSR+(碎片),,1,1.0,1
20241001-20241004-4,非R,档位奖励领取,2,,1685,,1685
20241001-20241004-4,小R,档位奖励领取,4,,119,,3426
20241001-20241004-4,非R,档位奖励领取,3,,1021,,1021
20241020-20241023-4,大R,直购礼包礼包聚合2,大R,,1,250.0896,2
20241001-20241004-4,中R,抽奖渠道,购买,,3,278.0,5
20241020-20241023-4,小R,兑换奖励内容,阵灵（旗阵突破道具）,,4,5.0,5
20250327-20250330-4,小R,兑换奖励内容,S3柴田胜家SSR+(碎片),,3,3.0,3
20241020-20241023-4,大R,兑换奖励内容,金色装备随机箱（全）,,8,9.0,9
20241001-20241004-4,中R,兑换奖励内容,UR将魂,,5,8.0,5
20241001-20241004-4,中R,兑换奖励内容,金色阵石,,7,14.0,11
20241001-20241004-4,未活跃,兑换奖励内容,新橙色国宝随机包,,1,1.0,1
20250327-20250330-4,微R,档位奖励领取,1,,231,,231
20241001-20241004-4,超R,档位奖励领取,3,,15,,15
20241020-20241023-4,小R,直购礼包礼包聚合1,每日特惠活动档位2,,1,125.0448,1
20250303-20250306-4,大R,抽奖渠道,购买,,1,6.0,1
20250327-20250330-4,微R,兑换奖励内容,S16龙造寺UR战旗碎片,,2,2.0,2
20250327-20250330-4,非R,兑换奖励内容,S4风魔小太郎UR(碎片),,5,14.0,5
20250327-20250330-4,微R,兑换奖励内容,S6千姬SSR+(碎片),,2,3.0,2
20250327-20250330-4,非R,兑换奖励内容,S7北条氏政SSR+(碎片),,9,10.0,9
20250327-20250330-4,微R,兑换奖励内容,S5绫姬UR(碎片),,1,4.0,2
20250327-20250330-4,超R,兑换奖励内容,S14三条夫人-UR战旗碎片,,1,1.0,1
20250104-20250107-4,微R,兑换奖励内容,S18吉川元春UR战旗碎片,,1,1.0,1
20241020-20241023-4,非R,兑换奖励内容,金色阵石,,12,12.0,12
20241020-20241023-4,未活跃,兑换奖励内容,试金石,,1,1.0,1
20241207-20241210-4,超R,兑换奖励内容,柔·阿松UR(碎片),,1,4.0,1
20250303-20250306-4,非R,档位奖励领取,1,,1697,,1697
20250303-20250306-4,大R,档位奖励领取,1,,42,,42
20241020-20241023-4,大R,直购礼包礼包聚合1,每日特惠活动档位2,,1,250.0896,2
20241207-20241210-4,中R,兑换奖励内容,柔·立花訚千代UR(碎片),,2,4.0,2
20250327-20250330-4,非R,兑换奖励内容,S6千姬SSR+(碎片),,5,7.0,5
20241001-20241004-4,未活跃,兑换奖励内容,金色装备随机箱（全）,,2,2.0,2
20241020-20241023-4,非R,兑换奖励内容,光·立花訚千代UR(碎片),,1,2.0,1
20241020-20241023-4,微R,兑换奖励内容,暗·茶茶UR(碎片),,2,6.0,2
20250327-20250330-4,未活跃,兑换奖励内容,雷精,,1,1.0,1
20241001-20241004-4,非R,档位奖励领取,1,,1717,,1717
20241207-20241210-4,大R,直购礼包礼包聚合1,每日特惠活动档位3,,1,1844.4107999999999,3
20241020-20241023-4,中R,直购礼包礼包聚合1,每日特惠活动档位1,,2,99.7326,3
20250202-20250205-4,中R,抽奖渠道,玩家付费,,161,5732.0,1597
20250219-20250222-4,大R,抽奖渠道,购买,,2,12.0,2
20250219-20250222-4,大R,档位奖励领取,4,,42,,1926
20250104-20250107-4,微R,档位奖励领取,4,,224,,3537
20250104-20250107-4,非R,兑换奖励内容,S3德川家康SSR+(碎片),,11,12.0,12
20250327-20250330-4,大R,兑换奖励内容,S14三条夫人-UR战旗碎片,,5,8.0,6
20250104-20250107-4,非R,兑换奖励内容,S3织田信长UR(碎片),,2,6.0,3
20250104-20250107-4,微R,兑换奖励内容,S4猿飞佐助SSR+(碎片),,2,2.0,2
20250104-20250107-4,非R,兑换奖励内容,S7北条氏政SSR+(碎片),,3,4.0,3
20241001-20241004-4,中R,兑换奖励内容,所有非赛SSR+碎片任选,,2,2.0,2
20241020-20241023-4,大R,档位奖励领取,1,,41,,41
20250219-20250222-4,中R,档位奖励领取,2,,160,,160
20241207-20241210-4,中R,档位奖励领取,2,,156,,156
20241207-20241210-4,小R,档位奖励领取,1,,121,,121
20241001-20241004-4,微R,档位奖励领取,3,,157,,157
20241207-20241210-4,超R,直购礼包礼包聚合2,超R,,1,33.8663,1
20241001-20241004-4,小R,直购礼包礼包聚合1,每日特惠活动档位2,,2,250.0896,2
20241001-20241004-4,大R,直购礼包礼包聚合1,每日特惠活动档位1,,1,33.8663,1
20241001-20241004-4,中R,直购礼包礼包聚合1,每日特惠活动档位1,,2,97.8663,3
20241207-20241210-4,非R,直购礼包礼包聚合1,每日特惠活动档位2,,1,125.0448,1
20241207-20241210-4,小R,抽奖渠道,玩家付费,,121,3131.0,978
20250104-20250107-4,中R,兑换奖励内容,S18吉川元春UR战旗碎片,,2,5.0,3
20241001-20241004-4,非R,兑换奖励内容,国宝升星道具,,4,4.0,4
20250327-20250330-4,超R,兑换奖励内容,S7山本勘助SSR+(碎片),,1,1.0,1
20250104-20250107-4,中R,兑换奖励内容,S14三条夫人-UR战旗碎片,,2,2.0,2
20250104-20250107-4,中R,兑换奖励内容,S7山本勘助SSR+(碎片),,1,1.0,1
20250104-20250107-4,小R,兑换奖励内容,S3织田信长UR(碎片),,1,2.0,1
20241207-20241210-4,非R,兑换奖励内容,织田信长SSR+(召唤卡),,1,4.0,1
20241020-20241023-4,未活跃,兑换奖励内容,国宝升星道具,,1,1.0,1
20241001-20241004-4,超R,档位奖励领取,4,,15,,680
20250327-20250330-4,微R,档位奖励领取,3,,230,,230
20250327-20250330-4,微R,档位奖励领取,2,,230,,230
20250104-20250107-4,超R,档位奖励领取,1,,16,,16
20241207-20241210-4,大R,兑换奖励内容,雷精,,19,57.0,32
20241001-20241004-4,微R,兑换奖励内容,S12本愿寺显如SSR+(碎片),,3,5.0,4
20241207-20241210-4,非R,兑换奖励内容,柔·阿松UR(碎片),,1,2.0,1
20241020-20241023-4,微R,兑换奖励内容,光·井伊直虎UR(碎片),,2,4.0,2
20241020-20241023-4,超R,兑换奖励内容,暗·茶茶UR(碎片),,1,4.0,1
20241020-20241023-4,未活跃,兑换奖励内容,阵灵（旗阵突破道具）,,1,1.0,1
20250219-20250222-4,超R,直购礼包礼包聚合1,每日特惠活动档位1,,1,32.0,1
20250303-20250306-4,超R,抽奖渠道,玩家付费,,16,1441.0,193
20250303-20250306-4,未活跃,抽奖渠道,玩家付费,,18,181.0,58
20241001-20241004-4,大R,抽奖渠道,玩家付费,,42,4388.0,719
20250202-20250205-4,超R,抽奖渠道,玩家付费,,16,1499.0,231
20241001-20241004-4,中R,档位奖励领取,2,,159,,159
20241001-20241004-4,小R,档位奖励领取,2,,121,,121
20241001-20241004-4,超R,档位奖励领取,1,,16,,16
20241001-20241004-4,中R,兑换奖励内容,新橙色国宝随机包,,5,8.0,8
20250327-20250330-4,非R,兑换奖励内容,S3德川家康SSR+(碎片),,16,17.0,16
20241207-20241210-4,非R,兑换奖励内容,柔·浓姬UR(碎片),,1,2.0,1
20241020-20241023-4,中R,兑换奖励内容,新橙色国宝随机包,,8,10.0,9
20241020-20241023-4,微R,兑换奖励内容,S23岛津岁久SSR+(碎片),,1,1.0,1
20250104-20250107-4,小R,档位奖励领取,4,,116,,2118
20250104-20250107-4,超R,档位奖励领取,4,,14,,737
20250219-20250222-4,微R,档位奖励领取,1,,238,,238
20241020-20241023-4,微R,档位奖励领取,1,,230,,230
20250327-20250330-4,超R,档位奖励领取,2,,16,,16
20241207-20241210-4,非R,兑换奖励内容,真田幸村SSR+(碎片),,46,51.0,46
20241207-20241210-4,微R,兑换奖励内容,柔·阿松UR(碎片),,1,2.0,1
20241020-20241023-4,中R,兑换奖励内容,圣诞金币随机包·大,,20,26.0,21
20250104-20250107-4,非R,兑换奖励内容,S6阿江SSR+(碎片),,15,16.0,15
20250104-20250107-4,非R,兑换奖励内容,S16安芸国虎SSR+战旗碎片,,4,5.0,4
20241001-20241004-4,大R,兑换奖励内容,暗·茶茶UR(碎片),,3,12.0,5
20241207-20241210-4,非R,兑换奖励内容,刚·毛利元就UR(碎片),,1,2.0,1
20250202-20250205-4,大R,档位奖励领取,2,,42,,42
20241207-20241210-4,非R,档位奖励领取,2,,1594,,1594
20250219-20250222-4,中R,档位奖励领取,4,,159,,4934
20241020-20241023-4,未活跃,档位奖励领取,1,,111,,111
20241001-20241004-4,非R,直购礼包礼包聚合2,非R,,2,773.7147,3
20250219-20250222-4,超R,抽奖渠道,玩家付费,,16,1560.0,216
20241020-20241023-4,未活跃,抽奖渠道,玩家付费,,115,1485.0,505
20241001-20241004-4,中R,档位奖励领取,3,,121,,121
20250327-20250330-4,小R,档位奖励领取,2,,118,,118
20250327-20250330-4,非R,兑换奖励内容,S17筒井顺次SSR+战旗碎片,,3,4.0,3
20241001-20241004-4,未活跃,兑换奖励内容,光·井伊直虎UR(碎片),,1,2.0,1
20241207-20241210-4,未活跃,兑换奖励内容,雷精,,3,3.0,3
20241020-20241023-4,非R,兑换奖励内容,国宝升星道具,,3,3.0,3
20241207-20241210-4,中R,档位奖励领取,1,,159,,159
20241020-20241023-4,小R,档位奖励领取,2,,119,,119
20250219-20250222-4,中R,直购礼包礼包聚合1,每日特惠活动档位2,,1,250.0896,2
20250303-20250306-4,小R,抽奖渠道,玩家付费,,120,3178.0,1031
20250104-20250107-4,大R,兑换奖励内容,S14三条夫人-UR战旗碎片,,4,25.0,10
20250104-20250107-4,微R,兑换奖励内容,S6千姬SSR+(碎片),,2,2.0,2
20241001-20241004-4,微R,兑换奖励内容,试金石,,3,6.0,3
20241001-20241004-4,中R,兑换奖励内容,圣诞金币随机包·大,,23,35.0,30
20250327-20250330-4,非R,兑换奖励内容,S14筑山殿-SSR+战旗碎片,,3,5.0,3
20241207-20241210-4,非R,档位奖励领取,1,,1753,,1753
20250219-20250222-4,小R,档位奖励领取,4,,116,,2797
20250104-20250107-4,微R,档位奖励领取,1,,235,,235
20250327-20250330-4,中R,档位奖励领取,4,,154,,4146
20250327-20250330-4,未活跃,档位奖励领取,1,,39,,39
20241207-20241210-4,小R,兑换奖励内容,雷精,,30,48.0,34
20250327-20250330-4,中R,兑换奖励内容,S3织田信长UR(碎片),,1,2.0,1
20241001-20241004-4,中R,兑换奖励内容,金色装备随机箱（全）,,10,16.0,11
20241001-20241004-4,非R,兑换奖励内容,S16安芸国虎SSR+(碎片),,1,1.0,1
20250327-20250330-4,小R,兑换奖励内容,S14三条夫人-UR战旗碎片,,1,2.0,2
